id,rank,date,artist,song,last_week,weeks_on_chart,peak_rank
581724,1,1958-08-04,Ricky Nelson,Poor Little Fool,,1,1
572037,2,1958-08-04,Perez Prado And His Orchestra,Patricia,,1,2
577084,3,1958-08-04,Bobby Darin,Splish Splash,,1,3
575171,4,1958-08-04,Elvis Presley With The Jordanaires,Hard Headed Woman,,1,4
580391,5,1958-08-04,Kalin Twins,When,,1,5
570634,6,1958-08-04,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,,1,6
580582,7,1958-08-04,The Coasters,Yakety Yak,,1,7
578872,8,1958-08-04,Jack Scott,My True Love,,1,8
577259,9,1958-08-04,The Johnny Otis Show,Willie And The Hand Jive,,1,9
575127,10,1958-08-04,Peggy Lee,Fever,,1,10
577537,11,1958-08-04,Frankie Avalon,Ginger Bread,,1,11
574477,12,1958-08-04,Jimmy Clanton And His Rockets,Just A Dream,,1,12
580506,13,1958-08-04,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),,1,13
574100,14,1958-08-04,Pat Boone,If Dreams Came True,,1,14
571096,15,1958-08-04,Jerry Butler and The Impressions,For Your Precious Love,,1,15
579971,16,1958-08-04,The Danleers,One Summer Night,,1,16
573711,17,1958-08-04,Jody Reynolds,Endless Sleep,,1,17
576322,18,1958-08-04,The Elegants,Little Star,,1,18
571215,19,1958-08-04,Doris Day,Everybody Loves A Lover,,1,19
580369,20,1958-08-04,Bobby Freeman,Do You Want To Dance,,1,20
578907,21,1958-08-04,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,,1,21
575950,22,1958-08-04,Johnny Mathis,A Certain Smile,,1,22
581101,23,1958-08-04,The Olympics,Western Movies,,1,23
579806,24,1958-08-04,Sheb Wooley,The Purple People Eater,,1,24
578294,25,1958-08-04,Chuck Willis,What Am I Living For,,1,25
570816,26,1958-08-04,Poni-Tails,Born Too Late,,1,26
577867,27,1958-08-04,The Crickets,Think It Over,,1,27
381200,28,1958-08-04,Jimmie Rodgers,Secretly,,1,28
571488,29,1958-08-04,The Four Lads,Enchanted Island,,1,29
573884,30,1958-08-04,Dean Martin,Angel Baby,,1,30
570548,31,1958-08-04,Big Bopper,Chantilly Lace,,1,31
580443,32,1958-08-04,Don Gibson,Blue Blue Day,,1,32
579343,33,1958-08-04,Tony And Joe,The Freeze,,1,33
581593,34,1958-08-04,Elvis Presley With The Jordanaires,Don't Ask Me Why,,1,34
578241,35,1958-08-04,Bobby Day,Rock-in Robin,,1,35
576796,36,1958-08-04,Gerry Granahan,"No Chemise, Please",,1,36
576995,37,1958-08-04,Perry Como,Moon Talk,,1,37
579775,38,1958-08-04,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,,1,38
574328,39,1958-08-04,Pat Boone,That's How Much I Love You,,1,39
579255,40,1958-08-04,Bobby Hamilton,Crazy Eyes For You,,1,40
580958,41,1958-08-04,Buddy Holly,Early In The Morning,,1,41
575075,42,1958-08-04,The Slades,You Cheated,,1,42
575128,43,1958-08-04,Clyde McPhatter,Come What May,,1,43
575172,44,1958-08-04,Jan & Arnie,Jennie Lee,,1,44
580080,45,1958-08-04,The Diamonds,Kathy-O,,1,45
570869,46,1958-08-04,Gino & Gina,(It's Been A Long Time) Pretty Baby,,1,46
571097,47,1958-08-04,Dion & The Belmonts,I Wonder Why,,1,47
575521,48,1958-08-04,Dean Martin,Return To Me,,1,48
574716,49,1958-08-04,The Everly Brothers,All I Have To Do Is Dream,,1,49
576042,50,1958-08-04,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,,1,50
581646,50,1958-08-04,The Kirby Stone Four,"Baubles, Bangles And Beads",,1,50
579118,52,1958-08-04,The Rinky-Dinks,Early In The Morning,,1,52
577538,53,1958-08-04,Nat King Cole,Come Closer To Me (Acercate Mas),,1,53
581513,54,1958-08-04,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),,1,54
573351,55,1958-08-04,The Three G's,Let's Go Steady For The Summer,,1,55
572138,56,1958-08-04,Jack Scott,Leroy,,1,56
573150,57,1958-08-04,Eydie Gorme,You Need Hands,,1,57
575863,58,1958-08-04,The Crickets,Fool's Paradise,,1,58
575213,59,1958-08-04,Tony Bennett,Young And Warm And Wonderful,,1,59
579073,60,1958-08-04,Bobby Day,Over And Over,,1,60
572038,61,1958-08-04,Bobby Hendricks,Itchy Twitchy Feeling,,1,61
575811,62,1958-08-04,Ed Townsend,For Your Love,,1,62
571098,63,1958-08-04,Toni Arden,Padre,,1,63
581039,63,1958-08-04,Jerry Lee Lewis And His Pumping Piano,High School Confidential,,1,63
579732,65,1958-08-04,The Platters,You're Making A Mistake,,1,65
575025,66,1958-08-04,Jim Backus & Friend,Delicious!,,1,66
576360,67,1958-08-04,The Four Preps,Big Man,,1,67
581759,68,1958-08-04,Dean Martin,Volare (Nel Blu Dipinto Di Blu),,1,68
579385,69,1958-08-04,The Honeycones,Op,,1,69
577363,70,1958-08-04,The Playmates,Don't Go Home,,1,70
574187,71,1958-08-04,Frank Gallup,Got A Match?,,1,71
578518,72,1958-08-04,Connie Francis,Stupid Cupid,,1,72
577766,73,1958-08-04,Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,,1,73
578389,74,1958-08-04,Sam Cooke,Win Your Love For Me,,1,74
579527,74,1958-08-04,Eydie Gorme,Gotta Have Rain,,1,74
576797,76,1958-08-04,Paul Anka,Midnight,,1,76
581113,77,1958-08-04,The Diamonds,Happy Years,,1,77
579576,78,1958-08-04,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,,1,78
575305,79,1958-08-04,David Seville,The Bird On My Head,,1,79
575664,80,1958-08-04,Chuck Berry,Johnny B. Goode,,1,80
570678,81,1958-08-04,Chuck Berry,Beautiful Delilah,,1,81
570549,82,1958-08-04,Bill Doggett,Blip Blop,,1,82
579733,83,1958-08-04,Lee Andrews And The Hearts,Try The Impossible,,1,83
573664,84,1958-08-04,Eddie Cochran,Summertime Blues,,1,84
572929,85,1958-08-04,The Daddy-O's,Got A Match?,,1,85
581179,86,1958-08-04,Jackie Wilson,To Be Loved,,1,86
576759,87,1958-08-04,Kitty Wells,Jealousy,,1,87
576665,88,1958-08-04,The Upbeats,Just Like In The Movies,,1,88
578947,89,1958-08-04,Jim Reeves,Blue Boy,,1,89
574717,90,1958-08-04,The Ames Brothers,Stay,,1,90
579386,91,1958-08-04,Joe South,The Purple People Eater Meets The Witch Doctor,,1,91
575429,92,1958-08-04,The Everly Brothers,Bird Dog,,1,92
573885,93,1958-08-04,Jimmie Rodgers,Are You Really Mine,,1,93
573106,94,1958-08-04,Marty Robbins,She Was Only Seventeen (He Was One Year More),,1,94
573151,95,1958-08-04,Fats Domino,Little Mary,,1,95
573070,96,1958-08-04,Thurston Harris,Over And Over,,1,96
579945,97,1958-08-04,Robert & Johnny,I Believe In You,,1,97
573629,98,1958-08-04,The Ames Brothers,Little Serenade,,1,98
573936,99,1958-08-04,Billy Williams,I'll Get By (As Long As I Have You),,1,99
576798,100,1958-08-04,Frankie Vaughan,Judy,,1,100
581724,1,1958-08-11,Ricky Nelson,Poor Little Fool,1.0,2,1
581513,2,1958-08-11,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),54.0,2,2
572037,3,1958-08-11,Perez Prado And His Orchestra,Patricia,2.0,2,2
577084,4,1958-08-11,Bobby Darin,Splish Splash,3.0,2,3
580391,5,1958-08-11,Kalin Twins,When,5.0,2,5
578872,6,1958-08-11,Jack Scott,My True Love,8.0,2,6
575171,7,1958-08-11,Elvis Presley With The Jordanaires,Hard Headed Woman,4.0,2,4
570634,8,1958-08-11,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,6.0,2,6
574477,9,1958-08-11,Jimmy Clanton And His Rockets,Just A Dream,12.0,2,9
577259,9,1958-08-11,The Johnny Otis Show,Willie And The Hand Jive,9.0,2,9
580582,11,1958-08-11,The Coasters,Yakety Yak,7.0,2,7
574100,12,1958-08-11,Pat Boone,If Dreams Came True,14.0,2,12
575127,13,1958-08-11,Peggy Lee,Fever,10.0,2,10
576322,14,1958-08-11,The Elegants,Little Star,18.0,2,14
577537,15,1958-08-11,Frankie Avalon,Ginger Bread,11.0,2,11
571215,16,1958-08-11,Doris Day,Everybody Loves A Lover,19.0,2,16
579971,17,1958-08-11,The Danleers,One Summer Night,16.0,2,16
570816,18,1958-08-11,Poni-Tails,Born Too Late,26.0,2,18
580506,19,1958-08-11,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),13.0,2,13
573711,20,1958-08-11,Jody Reynolds,Endless Sleep,17.0,2,17
581101,21,1958-08-11,The Olympics,Western Movies,23.0,2,21
578907,22,1958-08-11,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,21.0,2,21
571096,23,1958-08-11,Jerry Butler and The Impressions,For Your Precious Love,15.0,2,15
579118,24,1958-08-11,The Rinky-Dinks,Early In The Morning,52.0,2,24
579775,25,1958-08-11,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,38.0,2,25
573885,26,1958-08-11,Jimmie Rodgers,Are You Really Mine,93.0,2,26
580369,27,1958-08-11,Bobby Freeman,Do You Want To Dance,20.0,2,20
575950,28,1958-08-11,Johnny Mathis,A Certain Smile,22.0,2,22
571488,29,1958-08-11,The Four Lads,Enchanted Island,29.0,2,29
576995,30,1958-08-11,Perry Como,Moon Talk,37.0,2,30
578294,31,1958-08-11,Chuck Willis,What Am I Living For,25.0,2,25
577867,32,1958-08-11,The Crickets,Think It Over,27.0,2,27
578241,33,1958-08-11,Bobby Day,Rock-in Robin,35.0,2,33
575429,34,1958-08-11,The Everly Brothers,Bird Dog,92.0,2,34
578518,35,1958-08-11,Connie Francis,Stupid Cupid,72.0,2,35
580443,36,1958-08-11,Don Gibson,Blue Blue Day,32.0,2,32
581759,37,1958-08-11,Dean Martin,Volare (Nel Blu Dipinto Di Blu),68.0,2,37
570548,38,1958-08-11,Big Bopper,Chantilly Lace,31.0,2,31
573884,39,1958-08-11,Dean Martin,Angel Baby,30.0,2,30
580958,40,1958-08-11,Buddy Holly,Early In The Morning,41.0,2,40
381200,41,1958-08-11,Jimmie Rodgers,Secretly,28.0,2,28
574941,42,1958-08-11,Robin Luke,Susie Darlin',,1,42
578001,43,1958-08-11,The Everly Brothers,Devoted To You,,1,43
579576,44,1958-08-11,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,78.0,2,44
578947,45,1958-08-11,Jim Reeves,Blue Boy,89.0,2,45
577538,46,1958-08-11,Nat King Cole,Come Closer To Me (Acercate Mas),53.0,2,46
579806,47,1958-08-11,Sheb Wooley,The Purple People Eater,24.0,2,24
575075,48,1958-08-11,The Slades,You Cheated,42.0,2,42
575128,49,1958-08-11,Clyde McPhatter,Come What May,43.0,2,43
572038,50,1958-08-11,Bobby Hendricks,Itchy Twitchy Feeling,61.0,2,50
579167,51,1958-08-11,Faron Young,Alone With You,,1,51
573664,52,1958-08-11,Eddie Cochran,Summertime Blues,84.0,2,52
579073,53,1958-08-11,Bobby Day,Over And Over,60.0,2,53
581593,54,1958-08-11,Elvis Presley With The Jordanaires,Don't Ask Me Why,34.0,2,34
579343,55,1958-08-11,Tony And Joe,The Freeze,33.0,2,33
572138,56,1958-08-11,Jack Scott,Leroy,56.0,2,56
574328,57,1958-08-11,Pat Boone,That's How Much I Love You,39.0,2,39
574101,58,1958-08-11,The Drifters,Drip Drop,,1,58
576796,59,1958-08-11,Gerry Granahan,"No Chemise, Please",36.0,2,36
571097,60,1958-08-11,Dion & The Belmonts,I Wonder Why,47.0,2,47
578389,61,1958-08-11,Sam Cooke,Win Your Love For Me,74.0,2,61
579255,62,1958-08-11,Bobby Hamilton,Crazy Eyes For You,40.0,2,40
575521,63,1958-08-11,Dean Martin,Return To Me,48.0,2,48
573150,64,1958-08-11,Eydie Gorme,You Need Hands,57.0,2,57
571098,65,1958-08-11,Toni Arden,Padre,63.0,2,63
581039,66,1958-08-11,Jerry Lee Lewis And His Pumping Piano,High School Confidential,63.0,2,63
577767,67,1958-08-11,Bill Haley And His Comets,Lean Jean,,1,67
579732,68,1958-08-11,The Platters,You're Making A Mistake,65.0,2,65
576042,69,1958-08-11,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,50.0,2,50
579733,70,1958-08-11,Lee Andrews And The Hearts,Try The Impossible,83.0,2,70
576797,71,1958-08-11,Paul Anka,Midnight,76.0,2,71
573151,72,1958-08-11,Fats Domino,Little Mary,95.0,2,72
575951,73,1958-08-11,Little Anthony And The Imperials,Tears On My Pillow,,1,73
580080,74,1958-08-11,The Diamonds,Kathy-O,45.0,2,45
573351,75,1958-08-11,The Three G's,Let's Go Steady For The Summer,55.0,2,55
572139,76,1958-08-11,Marty Robbins,Just Married,,1,76
575172,77,1958-08-11,Jan & Arnie,Jennie Lee,44.0,2,44
574718,78,1958-08-11,Royal Teens,Harvey's Got A Girl Friend,,1,78
573106,79,1958-08-11,Marty Robbins,She Was Only Seventeen (He Was One Year More),94.0,2,79
581113,80,1958-08-11,The Diamonds,Happy Years,77.0,2,77
575213,81,1958-08-11,Tony Bennett,Young And Warm And Wonderful,59.0,2,59
581386,81,1958-08-11,Nat King Cole,Looking Back,,1,81
576759,83,1958-08-11,Kitty Wells,Jealousy,87.0,2,83
575765,84,1958-08-11,Little Willie John,You're A Sweetheart,,1,84
572801,85,1958-08-11,Jimmie Rodgers,The Wizard,,1,85
573886,86,1958-08-11,The Drifters,Moonlight Bay,,1,86
572839,87,1958-08-11,Johnny Cash And The Tennessee Two,Come In Stranger,,1,87
575214,88,1958-08-11,Boots Brown And His Blockbusters,Cerveza,,1,88
579386,89,1958-08-11,Joe South,The Purple People Eater Meets The Witch Doctor,91.0,2,89
577363,90,1958-08-11,The Playmates,Don't Go Home,70.0,2,70
574716,91,1958-08-11,The Everly Brothers,All I Have To Do Is Dream,49.0,2,49
571784,92,1958-08-11,Billy Vaughn And His Orchestra,La Paloma,,1,92
579945,93,1958-08-11,Robert & Johnny,I Believe In You,97.0,2,93
575346,94,1958-08-11,The Champs,Midnighter,,1,94
575766,95,1958-08-11,The Champs,Chariot Rock,,1,95
578987,96,1958-08-11,Jimmy Reed,Down In Virginia,,1,96
577364,97,1958-08-11,Tennessee Ernie Ford,Sunday Barbecue,,1,97
579527,98,1958-08-11,Eydie Gorme,Gotta Have Rain,74.0,2,74
579877,99,1958-08-11,Nat King Cole,Nothing In The World,,1,99
581646,100,1958-08-11,The Kirby Stone Four,"Baubles, Bangles And Beads",50.0,2,50
581513,1,1958-08-18,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),2.0,3,1
576322,2,1958-08-18,The Elegants,Little Star,14.0,3,2
578872,3,1958-08-18,Jack Scott,My True Love,6.0,3,3
581724,4,1958-08-18,Ricky Nelson,Poor Little Fool,1.0,3,1
572037,5,1958-08-18,Perez Prado And His Orchestra,Patricia,3.0,3,2
574477,5,1958-08-18,Jimmy Clanton And His Rockets,Just A Dream,9.0,3,5
580391,7,1958-08-18,Kalin Twins,When,5.0,3,5
570634,8,1958-08-18,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,8.0,3,6
575127,9,1958-08-18,Peggy Lee,Fever,13.0,3,9
577084,10,1958-08-18,Bobby Darin,Splish Splash,4.0,3,3
577537,11,1958-08-18,Frankie Avalon,Ginger Bread,15.0,3,11
577259,12,1958-08-18,The Johnny Otis Show,Willie And The Hand Jive,9.0,3,9
575171,13,1958-08-18,Elvis Presley With The Jordanaires,Hard Headed Woman,7.0,3,4
571215,14,1958-08-18,Doris Day,Everybody Loves A Lover,16.0,3,14
574100,15,1958-08-18,Pat Boone,If Dreams Came True,12.0,3,12
570816,16,1958-08-18,Poni-Tails,Born Too Late,18.0,3,16
575429,17,1958-08-18,The Everly Brothers,Bird Dog,34.0,3,17
580582,18,1958-08-18,The Coasters,Yakety Yak,11.0,3,7
581101,19,1958-08-18,The Olympics,Western Movies,21.0,3,19
581759,20,1958-08-18,Dean Martin,Volare (Nel Blu Dipinto Di Blu),37.0,3,20
579971,21,1958-08-18,The Danleers,One Summer Night,17.0,3,16
579775,22,1958-08-18,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,25.0,3,22
580506,23,1958-08-18,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),19.0,3,13
573885,24,1958-08-18,Jimmie Rodgers,Are You Really Mine,26.0,3,24
578001,25,1958-08-18,The Everly Brothers,Devoted To You,43.0,2,25
579118,26,1958-08-18,The Rinky-Dinks,Early In The Morning,24.0,3,24
574941,27,1958-08-18,Robin Luke,Susie Darlin',42.0,2,27
577867,28,1958-08-18,The Crickets,Think It Over,32.0,3,27
570548,29,1958-08-18,Big Bopper,Chantilly Lace,38.0,3,29
575950,30,1958-08-18,Johnny Mathis,A Certain Smile,28.0,3,22
578518,31,1958-08-18,Connie Francis,Stupid Cupid,35.0,3,31
573711,32,1958-08-18,Jody Reynolds,Endless Sleep,20.0,3,17
571096,33,1958-08-18,Jerry Butler and The Impressions,For Your Precious Love,23.0,3,15
576995,34,1958-08-18,Perry Como,Moon Talk,30.0,3,30
580443,35,1958-08-18,Don Gibson,Blue Blue Day,36.0,3,32
571488,36,1958-08-18,The Four Lads,Enchanted Island,29.0,3,29
580958,37,1958-08-18,Buddy Holly,Early In The Morning,40.0,3,37
578241,38,1958-08-18,Bobby Day,Rock-in Robin,33.0,3,33
578907,39,1958-08-18,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,22.0,3,21
573884,40,1958-08-18,Dean Martin,Angel Baby,39.0,3,30
572038,41,1958-08-18,Bobby Hendricks,Itchy Twitchy Feeling,50.0,3,41
578294,42,1958-08-18,Chuck Willis,What Am I Living For,31.0,3,25
580369,43,1958-08-18,Bobby Freeman,Do You Want To Dance,27.0,3,20
573664,44,1958-08-18,Eddie Cochran,Summertime Blues,52.0,3,44
574328,45,1958-08-18,Pat Boone,That's How Much I Love You,57.0,3,39
579576,46,1958-08-18,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,44.0,3,44
571784,47,1958-08-18,Billy Vaughn And His Orchestra,La Paloma,92.0,2,47
577538,48,1958-08-18,Nat King Cole,Come Closer To Me (Acercate Mas),46.0,3,46
575075,49,1958-08-18,The Slades,You Cheated,48.0,3,42
579343,50,1958-08-18,Tony And Joe,The Freeze,55.0,3,33
573106,51,1958-08-18,Marty Robbins,She Was Only Seventeen (He Was One Year More),79.0,3,51
580894,52,1958-08-18,Jerry Wallace,How The Time Flies,,1,52
575128,53,1958-08-18,Clyde McPhatter,Come What May,49.0,3,43
578389,54,1958-08-18,Sam Cooke,Win Your Love For Me,61.0,3,54
581593,55,1958-08-18,Elvis Presley With The Jordanaires,Don't Ask Me Why,54.0,3,34
580080,56,1958-08-18,The Diamonds,Kathy-O,74.0,3,45
579073,57,1958-08-18,Bobby Day,Over And Over,53.0,3,53
576042,58,1958-08-18,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,69.0,3,50
581646,59,1958-08-18,The Kirby Stone Four,"Baubles, Bangles And Beads",100.0,3,50
579207,60,1958-08-18,Bobby Helms,Borrowed Dreams,,1,60
577766,61,1958-08-18,Oscar McLollie and Jeanette Baker,Hey Girl - Hey Boy,,2,61
579255,62,1958-08-18,Bobby Hamilton,Crazy Eyes For You,62.0,3,40
575951,63,1958-08-18,Little Anthony And The Imperials,Tears On My Pillow,73.0,2,63
572801,64,1958-08-18,Jimmie Rodgers,The Wizard,85.0,2,64
578947,65,1958-08-18,Jim Reeves,Blue Boy,45.0,3,45
575765,66,1958-08-18,Little Willie John,You're A Sweetheart,84.0,2,66
578908,67,1958-08-18,Roger Williams,Near You,,1,67
579167,68,1958-08-18,Faron Young,Alone With You,51.0,2,51
576797,69,1958-08-18,Paul Anka,Midnight,71.0,3,69
576796,70,1958-08-18,Gerry Granahan,"No Chemise, Please",59.0,3,36
571098,71,1958-08-18,Toni Arden,Padre,65.0,3,63
580150,71,1958-08-18,The Four Preps,Lazy Summer Night,,1,71
581113,73,1958-08-18,The Diamonds,Happy Years,80.0,3,73
576793,74,1958-08-18,The Jamies,"Summertime, Summertime",,1,74
576665,75,1958-08-18,The Upbeats,Just Like In The Movies,,2,75
573751,76,1958-08-18,DeJohn Sisters,Straighten Up & Fly Right,,1,76
381200,77,1958-08-18,Jimmie Rodgers,Secretly,41.0,3,28
575766,78,1958-08-18,The Champs,Chariot Rock,95.0,2,78
575025,79,1958-08-18,Jim Backus & Friend,Delicious!,,2,66
573351,80,1958-08-18,The Three G's,Let's Go Steady For The Summer,75.0,3,55
579423,81,1958-08-18,Jan & Arnie,Gas Money,,1,81
579806,81,1958-08-18,Sheb Wooley,The Purple People Eater,47.0,3,24
575214,83,1958-08-18,Boots Brown And His Blockbusters,Cerveza,88.0,2,83
570549,84,1958-08-18,Bill Doggett,Blip Blop,,2,82
579732,85,1958-08-18,The Platters,You're Making A Mistake,68.0,3,65
574718,86,1958-08-18,Royal Teens,Harvey's Got A Girl Friend,78.0,2,78
579527,87,1958-08-18,Eydie Gorme,Gotta Have Rain,98.0,3,74
576572,88,1958-08-18,Betty Madigan,Dance Everyone Dance,,1,88
578649,89,1958-08-18,Janice Harper,Devotion,,1,89
573071,90,1958-08-18,Chuck Willis,My Life,,1,90
575665,91,1958-08-18,The Quin-Tones,Down The Aisle Of Love,,1,91
575521,92,1958-08-18,Dean Martin,Return To Me,63.0,3,48
578987,93,1958-08-18,Jimmy Reed,Down In Virginia,96.0,2,93
578700,94,1958-08-18,Jody Reynolds,Fire Of Love,,1,94
580040,95,1958-08-18,Les Paul And Mary Ford,Put A Ring On My Finger,,1,95
578873,96,1958-08-18,Tommy Edwards,It's All In The Game,,1,96
573543,97,1958-08-18,The Gaylords,Ma Ma Ma Marie,,1,97
576760,98,1958-08-18,Tommy Mara,Where The Blue Of The Night,,1,98
573194,99,1958-08-18,The DeCastro Sisters,Who Are They To Say,,1,99
581575,100,1958-08-18,Count Basie & His Orch.,Going To Chicago Blues,,1,100
576322,1,1958-08-25,The Elegants,Little Star,2.0,4,1
581513,2,1958-08-25,Domenico Modugno,Nel Blu Dipinto Di Blu (Volaré),1.0,4,1
575429,3,1958-08-25,The Everly Brothers,Bird Dog,17.0,4,3
574477,4,1958-08-25,Jimmy Clanton And His Rockets,Just A Dream,5.0,4,4
578872,5,1958-08-25,Jack Scott,My True Love,3.0,4,3
581724,6,1958-08-25,Ricky Nelson,Poor Little Fool,4.0,4,1
572037,7,1958-08-25,Perez Prado And His Orchestra,Patricia,5.0,4,2
570816,8,1958-08-25,Poni-Tails,Born Too Late,16.0,4,8
575127,8,1958-08-25,Peggy Lee,Fever,9.0,4,8
580391,10,1958-08-25,Kalin Twins,When,7.0,4,5
570634,11,1958-08-25,Duane Eddy His Twangy Guitar And The Rebels,Rebel-'rouser,8.0,4,6
577259,12,1958-08-25,The Johnny Otis Show,Willie And The Hand Jive,12.0,4,9
581101,13,1958-08-25,The Olympics,Western Movies,19.0,4,13
571215,14,1958-08-25,Doris Day,Everybody Loves A Lover,14.0,4,14
578001,15,1958-08-25,The Everly Brothers,Devoted To You,25.0,3,15
577084,16,1958-08-25,Bobby Darin,Splish Splash,10.0,4,3
577537,17,1958-08-25,Frankie Avalon,Ginger Bread,11.0,4,11
574100,18,1958-08-25,Pat Boone,If Dreams Came True,15.0,4,12
581759,19,1958-08-25,Dean Martin,Volare (Nel Blu Dipinto Di Blu),20.0,4,19
573885,20,1958-08-25,Jimmie Rodgers,Are You Really Mine,24.0,4,20
575171,21,1958-08-25,Elvis Presley With The Jordanaires,Hard Headed Woman,13.0,4,4
578518,22,1958-08-25,Connie Francis,Stupid Cupid,31.0,4,22
574941,23,1958-08-25,Robin Luke,Susie Darlin',27.0,3,23
573664,24,1958-08-25,Eddie Cochran,Summertime Blues,44.0,4,24
578241,25,1958-08-25,Bobby Day,Rock-in Robin,38.0,4,25
575951,26,1958-08-25,Little Anthony And The Imperials,Tears On My Pillow,63.0,3,26
579971,27,1958-08-25,The Danleers,One Summer Night,21.0,4,16
579775,28,1958-08-25,Buddy Knox with the Rhythm Orchids,Somebody Touched Me,22.0,4,22
579118,29,1958-08-25,The Rinky-Dinks,Early In The Morning,26.0,4,24
570548,30,1958-08-25,Big Bopper,Chantilly Lace,29.0,4,29
577867,31,1958-08-25,The Crickets,Think It Over,28.0,4,27
580958,32,1958-08-25,Buddy Holly,Early In The Morning,37.0,4,32
580506,33,1958-08-25,Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),23.0,4,13
575950,34,1958-08-25,Johnny Mathis,A Certain Smile,30.0,4,22
580582,35,1958-08-25,The Coasters,Yakety Yak,18.0,4,7
576995,36,1958-08-25,Perry Como,Moon Talk,34.0,4,30
579576,37,1958-08-25,Bobby Freeman,Betty Lou Got A New Pair Of Shoes,46.0,4,37
573106,38,1958-08-25,Marty Robbins,She Was Only Seventeen (He Was One Year More),51.0,4,38
571784,39,1958-08-25,Billy Vaughn And His Orchestra,La Paloma,47.0,3,39
578873,40,1958-08-25,Tommy Edwards,It's All In The Game,96.0,2,40
579073,41,1958-08-25,Bobby Day,Over And Over,57.0,4,41
572038,42,1958-08-25,Bobby Hendricks,Itchy Twitchy Feeling,41.0,4,41
580443,43,1958-08-25,Don Gibson,Blue Blue Day,35.0,4,32
580150,44,1958-08-25,The Four Preps,Lazy Summer Night,71.0,2,44
578389,45,1958-08-25,Sam Cooke,Win Your Love For Me,54.0,4,45
571096,46,1958-08-25,Jerry Butler and The Impressions,For Your Precious Love,33.0,4,15
580369,47,1958-08-25,Bobby Freeman,Do You Want To Dance,43.0,4,20
571488,48,1958-08-25,The Four Lads,Enchanted Island,36.0,4,29
580894,49,1958-08-25,Jerry Wallace,How The Time Flies,52.0,2,49
578294,50,1958-08-25,Chuck Willis,What Am I Living For,42.0,4,25
572801,51,1958-08-25,Jimmie Rodgers,The Wizard,64.0,3,51
576042,52,1958-08-25,Jimmy Bowen with the Rhythm Orchids,By The Light Of The Silvery Moon,58.0,4,50
580080,53,1958-08-25,The Diamonds,Kathy-O,56.0,4,45
581593,54,1958-08-25,Elvis Presley With The Jordanaires,Don't Ask Me Why,55.0,4,34
578907,55,1958-08-25,Johnny Cash And The Tennessee Two,Guess Things Happen That Way,39.0,4,21
577538,56,1958-08-25,Nat King Cole,Come Closer To Me (Acercate Mas),48.0,4,46
580632,57,1958-08-25,Chuck Berry,Carol,,1,57
579343,58,1958-08-25,Tony And Joe,The Freeze,50.0,4,33
580040,59,1958-08-25,Les Paul And Mary Ford,Put A Ring On My Finger,95.0,2,59
573884,60,1958-08-25,Dean Martin,Angel Baby,40.0,4,30
576793,61,1958-08-25,The Jamies,"Summertime, Summertime",74.0,2,61
572087,62,1958-08-25,Johnny Cash And The Tennessee Two,The Ways Of A Woman In Love,,1,62
571098,63,1958-08-25,Toni Arden,Padre,71.0,4,63
574328,64,1958-08-25,Pat Boone,That's How Much I Love You,45.0,4,39
574188,65,1958-08-25,George Hamilton IV,When Will I Know,,1,65
579527,66,1958-08-25,Eydie Gorme,Gotta Have Rain,87.0,4,66
575214,67,1958-08-25,Boots Brown And His Blockbusters,Cerveza,83.0,3,67
576572,68,1958-08-25,Betty Madigan,Dance Everyone Dance,88.0,2,68
575766,69,1958-08-25,The Champs,Chariot Rock,78.0,3,69
579167,70,1958-08-25,Faron Young,Alone With You,68.0,3,51
573711,71,1958-08-25,Jody Reynolds,Endless Sleep,32.0,4,17
570724,72,1958-08-25,Ray Price,City Lights,,1,72
573751,73,1958-08-25,DeJohn Sisters,Straighten Up & Fly Right,76.0,2,73
579119,74,1958-08-25,The Rivieras,Count Every Star,,1,74
