id,rank,date,artist,song,last_week,weeks_on_chart,peak_rank
578282,86,1961-12-11,Roger Williams,Maria,,1,86
572925,87,1961-12-11,Dick Dale and The Del-Tones,Let's Go Trippin',91.0,3,87
575692,88,1961-12-11,Jimmy McCracklin,Just Got To Know,,1,88
571391,89,1961-12-11,Jim Reeves,Losing Your Love,90.0,3,89
571957,90,1961-12-11,Johnny Tillotson,Dreamy Eyes,99.0,11,63
576993,91,1961-12-11,Johnny Mathis,Maria,,5,78
571008,92,1961-12-11,Jim Reeves,(How Can I Write On Paper) What I Feel In My Heart,95.0,2,92
573427,93,1961-12-11,Timi Yuro,She Really Loves You,98.0,2,93
570668,94,1961-12-11,Ray Charles and his Orchestra,But On The Other Hand Baby,,1,94
575517,95,1961-12-11,Bobby Darin,Irresistible You,,1,95
570667,96,1961-12-11,Bobby Bland,Turn On Your Love Light,81.0,2,81
581462,97,1961-12-11,The Dave Brubeck Quartet,Unsquare Dance,87.0,2,87
413336,98,1961-12-11,The Harry Simeone Chorale,The Little Drummer Boy,,21,13
579662,99,1961-12-11,Gladys Knight And The Pips,Letter Full Of Tears,,1,99
572980,100,1961-12-11,Frank Slay And His Orchestra,Flying Circle,,1,100
574936,1,1961-12-18,The Tokens,The Lion Sleeps Tonight,6.0,6,1
578591,2,1961-12-18,The Marvelettes,Please Mr. Postman,1.0,16,1
578233,3,1961-12-18,Bobby Vee,Run To Him,7.0,6,3
580110,4,1961-12-18,Chubby Checker,The Twist,4.0,24,1
574887,5,1961-12-18,Leroy Van Dyke,Walk On By,5.0,8,5
581573,6,1961-12-18,James Darren,Goodbye Cruel World,3.0,10,3
571343,7,1961-12-18,Sandy Nelson,Let There Be Drums,9.0,8,7
580230,8,1961-12-18,Neil Sedaka,"Happy Birthday, Sweet Sixteen",10.0,6,8
578783,9,1961-12-18,Jimmy Dean,Big Bad John,2.0,12,1
578699,10,1961-12-18,Joey Dee & the Starliters,Peppermint Twist - Part I,15.0,5,10
572181,11,1961-12-18,Ferrante & Teicher,Tonight,8.0,10,8
573268,12,1961-12-18,Henry Mancini And His Orchestra,Moon River,17.0,11,12
577856,13,1961-12-18,Linda Scott,I Don't Know Why,19.0,8,13
577078,14,1961-12-18,The Lettermen,When I Fall In Love,21.0,5,14
571442,15,1961-12-18,Jerry Butler,Moon River,11.0,11,11
575850,16,1961-12-18,Connie Francis,When The Boy In Your Arms (Is The Boy In Your Heart),24.0,5,16
578333,17,1961-12-18,Ray Charles and his Orchestra,Unchain My Heart,26.0,4,17
580125,18,1961-12-18,Elvis Presley With The Jordanaires,Can't Help Falling In Love,41.0,3,18
571719,19,1961-12-18,Brenda Lee,Fool #1,13.0,12,3
579661,20,1961-12-18,Dion,Runaround Sue,12.0,13,1
571951,21,1961-12-18,The Impressions,Gypsy Woman,20.0,10,20
575753,22,1961-12-18,Chubby Checker,Let's Twist Again,25.0,17,8
580666,23,1961-12-18,The Angels,'Til,29.0,9,23
573146,24,1961-12-18,The G-Clefs,I Understand (Just How You Feel),16.0,14,9
574092,25,1961-12-18,Patsy Cline,Crazy,14.0,9,9
574533,26,1961-12-18,The Crystals,There's No Other (Like My Baby),34.0,5,26
571049,27,1961-12-18,Kenny Dino,Your Ma Said You Cried In Your Sleep Last Night,33.0,7,27
571773,28,1961-12-18,Brook Benton,Revenge,46.0,5,28
573015,29,1961-12-18,The Chantels,"Well, I Told You",31.0,6,29
580041,30,1961-12-18,The Dovells,Bristol Stomp,27.0,15,2
577576,31,1961-12-18,Solomon Burke,Just Out Of Reach (Of My Two Open Arms),38.0,14,24
579293,32,1961-12-18,Elvis Presley With The Jordanaires,Rock-A-Hula Baby,47.0,3,32
101224,33,1961-12-18,Bing Crosby,White Christmas,66.0,8,26
578337,34,1961-12-18,Gene McDaniels,Tower Of Strength,18.0,12,5
574178,35,1961-12-18,The Marcels,Heartaches,23.0,11,7
573660,36,1961-12-18,Dion,The Majestic,48.0,3,36
580716,37,1961-12-18,Gene Pitney,Town Without Pity,42.0,8,37
572574,38,1961-12-18,Barbara George,I Know (You Don't Love Me No More),56.0,6,38
576119,39,1961-12-18,Phil McLean,Small Sad Sam,60.0,3,39
579866,40,1961-12-18,John D. Loudermilk,Language Of Love,32.0,7,32
485744,41,1961-12-18,Fats Domino,Jambalaya (On The Bayou),63.0,2,41
570950,42,1961-12-18,Sims Twins,Soothe Me,49.0,6,42
581145,43,1961-12-18,The Highwaymen,The Gypsy Rover,51.0,7,43
572276,44,1961-12-18,Jimmy Elledge,Funny How Time Slips Away,53.0,6,44
579475,45,1961-12-18,Bobby Rydell/Chubby Checker,Jingle Bell Rock,71.0,2,45
580911,46,1961-12-18,Pat Boone,Johnny Will,50.0,6,46
573058,47,1961-12-18,Ike & Tina Turner,Poor Fool,58.0,4,47
575903,48,1961-12-18,The Highwaymen,Cotton Fields,67.0,4,48
580648,49,1961-12-18,James Ray,If You Gotta Make A Fool Of Somebody,61.0,5,49
581013,50,1961-12-18,Linda Scott,It's All Because,52.0,6,50
578189,51,1961-12-18,Vic Dana,Little Altar Boy,57.0,4,51
574843,52,1961-12-18,David Seville And The Chipmunks,Rudolph The Red Nosed Reindeer,,3,21
575624,53,1961-12-18,Gary U.S. Bonds,Dear Lady Twist,65.0,2,53
579659,54,1961-12-18,Connie Francis,Baby's First Christmas,73.0,2,54
576429,55,1961-12-18,Del Shannon,Hey! Little Girl,55.0,4,55
580838,56,1961-12-18,Dion,The Wanderer,70.0,3,56
575344,57,1961-12-18,Chubby Checker,The Fly,22.0,13,7
16376,58,1961-12-18,Bobby Helms,Jingle Bell Rock,68.0,9,35
577909,59,1961-12-18,Bobby Edwards,You're The Reason,37.0,17,11
576038,60,1961-12-18,Wanda Jackson,In The Middle Of A Heartache,30.0,10,27
579030,61,1961-12-18,Dinah Washington,September In The Rain,28.0,10,23
577213,62,1961-12-18,Danny Peppermint and the Jumping Jacks,The Peppermint Twist,54.0,3,54
574278,63,1961-12-18,David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),,9,41
573583,64,1961-12-18,Etta James,It's Too Soon To Know,69.0,7,54
576753,65,1961-12-18,The Shirelles,Baby It's You,,1,65
579473,66,1961-12-18,Sue Thompson,Norman,83.0,3,66
577949,67,1961-12-18,The Showmen,It Will Stand,72.0,6,67
578045,68,1961-12-18,Chubby Checker,Twistin' U.S.A.,78.0,2,68
413336,69,1961-12-18,The Harry Simeone Chorale,The Little Drummer Boy,98.0,22,13
571481,70,1961-12-18,Glen Campbell,"Turn Around, Look At Me",76.0,6,70
576885,71,1961-12-18,Claude King,The Comancheros,79.0,6,71
579804,72,1961-12-18,Shep And The Limelites,Three Steps From The Altar,75.0,10,58
573539,73,1961-12-18,Burl Ives,A Little Bitty Tear,,1,73
570667,74,1961-12-18,Bobby Bland,Turn On Your Love Light,96.0,3,74
572126,75,1961-12-18,Don Gibson,Lonesome Number One,59.0,3,59
572653,76,1961-12-18,Bill Black's Combo,Twist-Her,,1,76
578282,77,1961-12-18,Roger Williams,Maria,86.0,2,77
572980,78,1961-12-18,Frank Slay And His Orchestra,Flying Circle,100.0,2,78
579768,79,1961-12-18,Bobby Vee,Walkin' With My Angel,80.0,4,79
579662,80,1961-12-18,Gladys Knight And The Pips,Letter Full Of Tears,99.0,2,80
575692,81,1961-12-18,Jimmy McCracklin,Just Got To Know,88.0,2,81
574937,82,1961-12-18,Lee Dorsey,Do-Re-Mi,,1,82
579574,83,1961-12-18,The Drifters,Room Full Of Tears,,1,83
54586,84,1961-12-18,Brenda Lee,Rockin' Around The Christmas Tree,85.0,6,14
571957,85,1961-12-18,Johnny Tillotson,Dreamy Eyes,90.0,12,63
577809,86,1961-12-18,Bobby Darin,Multiplication,,1,86
581409,87,1961-12-18,Frank Sinatra,Pocketful Of Miracles,,1,87
581462,88,1961-12-18,The Dave Brubeck Quartet,Unsquare Dance,97.0,3,87
575517,89,1961-12-18,Bobby Darin,Irresistible You,95.0,2,89
570668,90,1961-12-18,Ray Charles and his Orchestra,But On The Other Hand Baby,94.0,2,90
572925,91,1961-12-18,Dick Dale and The Del-Tones,Let's Go Trippin',87.0,4,87
575902,92,1961-12-18,The Jive Five With Joe Rene And Orchestra,"Never, Never",74.0,6,74
572082,93,1961-12-18,Johnny Cash,Tennessee Flat-Top Box,84.0,6,84
576993,94,1961-12-18,Johnny Mathis,Maria,91.0,6,78
580503,95,1961-12-18,Etta James,Seven Day Fool,,1,95
579474,96,1961-12-18,James Brown And The Famous Flames,Lost Someone,,1,96
574374,97,1961-12-18,The Miracles,Everybody's Gotta Pay Some Dues,,8,52
576071,98,1961-12-18,Sleepy King,Pushin' Your Luck,,1,98
571994,99,1961-12-18,Ray Peterson,I Could Have Loved You So Well,,1,99
570857,100,1961-12-18,Gloria Lynne,You Don't Have To Be A Tower Of Strength,,1,100
574936,1,1961-12-25,The Tokens,The Lion Sleeps Tonight,1.0,7,1
578233,2,1961-12-25,Bobby Vee,Run To Him,3.0,7,2
580110,3,1961-12-25,Chubby Checker,The Twist,4.0,25,1
581573,4,1961-12-25,James Darren,Goodbye Cruel World,6.0,11,3
574887,5,1961-12-25,Leroy Van Dyke,Walk On By,5.0,9,5
578699,6,1961-12-25,Joey Dee & the Starliters,Peppermint Twist - Part I,10.0,6,6
578591,7,1961-12-25,The Marvelettes,Please Mr. Postman,2.0,17,1
580230,8,1961-12-25,Neil Sedaka,"Happy Birthday, Sweet Sixteen",8.0,7,8
571343,9,1961-12-25,Sandy Nelson,Let There Be Drums,7.0,9,7
580125,10,1961-12-25,Elvis Presley With The Jordanaires,Can't Help Falling In Love,18.0,4,10
573268,11,1961-12-25,Henry Mancini And His Orchestra,Moon River,12.0,12,11
577856,12,1961-12-25,Linda Scott,I Don't Know Why,13.0,9,12
577078,13,1961-12-25,The Lettermen,When I Fall In Love,14.0,6,13
578333,14,1961-12-25,Ray Charles and his Orchestra,Unchain My Heart,17.0,5,14
575850,15,1961-12-25,Connie Francis,When The Boy In Your Arms (Is The Boy In Your Heart),16.0,6,15
571442,16,1961-12-25,Jerry Butler,Moon River,15.0,12,11
580666,17,1961-12-25,The Angels,'Til,23.0,10,17
572181,18,1961-12-25,Ferrante & Teicher,Tonight,11.0,11,8
578783,19,1961-12-25,Jimmy Dean,Big Bad John,9.0,13,1
101224,20,1961-12-25,Bing Crosby,White Christmas,33.0,9,20
571951,21,1961-12-25,The Impressions,Gypsy Woman,21.0,11,20
571773,22,1961-12-25,Brook Benton,Revenge,28.0,6,22
574533,23,1961-12-25,The Crystals,There's No Other (Like My Baby),26.0,6,23
571049,24,1961-12-25,Kenny Dino,Your Ma Said You Cried In Your Sleep Last Night,27.0,8,24
579293,25,1961-12-25,Elvis Presley With The Jordanaires,Rock-A-Hula Baby,32.0,4,25
572574,26,1961-12-25,Barbara George,I Know (You Don't Love Me No More),38.0,7,26
579475,27,1961-12-25,Bobby Rydell/Chubby Checker,Jingle Bell Rock,45.0,3,27
571719,28,1961-12-25,Brenda Lee,Fool #1,19.0,13,3
575753,29,1961-12-25,Chubby Checker,Let's Twist Again,22.0,18,8
577576,30,1961-12-25,Solomon Burke,Just Out Of Reach (Of My Two Open Arms),31.0,15,24
572276,31,1961-12-25,Jimmy Elledge,Funny How Time Slips Away,44.0,7,31
573015,32,1961-12-25,The Chantels,"Well, I Told You",29.0,7,29
576119,33,1961-12-25,Phil McLean,Small Sad Sam,39.0,4,33
413336,34,1961-12-25,The Harry Simeone Chorale,The Little Drummer Boy,69.0,23,13
485744,35,1961-12-25,Fats Domino,Jambalaya (On The Bayou),41.0,3,35
580716,36,1961-12-25,Gene Pitney,Town Without Pity,37.0,9,36
575903,37,1961-12-25,The Highwaymen,Cotton Fields,48.0,5,37
573146,38,1961-12-25,The G-Clefs,I Understand (Just How You Feel),24.0,15,9
580648,39,1961-12-25,James Ray,If You Gotta Make A Fool Of Somebody,49.0,6,39
580911,40,1961-12-25,Pat Boone,Johnny Will,46.0,7,40
580838,41,1961-12-25,Dion,The Wanderer,56.0,4,41
581145,42,1961-12-25,The Highwaymen,The Gypsy Rover,43.0,8,42
579659,43,1961-12-25,Connie Francis,Baby's First Christmas,54.0,3,43
576429,44,1961-12-25,Del Shannon,Hey! Little Girl,55.0,5,44
576753,45,1961-12-25,The Shirelles,Baby It's You,65.0,2,45
573058,46,1961-12-25,Ike & Tina Turner,Poor Fool,47.0,5,46
574278,47,1961-12-25,David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),63.0,10,41
578189,48,1961-12-25,Vic Dana,Little Altar Boy,51.0,5,48
16376,49,1961-12-25,Bobby Helms,Jingle Bell Rock,58.0,10,35
575624,50,1961-12-25,Gary U.S. Bonds,Dear Lady Twist,53.0,3,50
574843,51,1961-12-25,David Seville And The Chipmunks,Rudolph The Red Nosed Reindeer,52.0,4,21
573539,52,1961-12-25,Burl Ives,A Little Bitty Tear,73.0,2,52
570950,53,1961-12-25,Sims Twins,Soothe Me,42.0,7,42
573660,54,1961-12-25,Dion,The Majestic,36.0,4,36
579661,55,1961-12-25,Dion,Runaround Sue,20.0,14,1
579030,56,1961-12-25,Dinah Washington,September In The Rain,61.0,11,23
574092,57,1961-12-25,Patsy Cline,Crazy,25.0,10,9
54586,58,1961-12-25,Brenda Lee,Rockin' Around The Christmas Tree,84.0,7,14
579866,59,1961-12-25,John D. Loudermilk,Language Of Love,40.0,8,32
579473,60,1961-12-25,Sue Thompson,Norman,66.0,4,60
570667,61,1961-12-25,Bobby Bland,Turn On Your Love Light,74.0,4,61
571481,62,1961-12-25,Glen Campbell,"Turn Around, Look At Me",70.0,7,62
575517,63,1961-12-25,Bobby Darin,Irresistible You,89.0,3,63
581409,64,1961-12-25,Frank Sinatra,Pocketful Of Miracles,87.0,2,64
572653,65,1961-12-25,Bill Black's Combo,Twist-Her,76.0,2,65
574937,66,1961-12-25,Lee Dorsey,Do-Re-Mi,82.0,2,66
577478,67,1961-12-25,Si Zentner And His Orchestra,Up A Lazy River,,6,43
578282,68,1961-12-25,Roger Williams,Maria,77.0,3,68
572980,69,1961-12-25,Frank Slay And His Orchestra,Flying Circle,78.0,3,69
579662,70,1961-12-25,Gladys Knight And The Pips,Letter Full Of Tears,80.0,3,70
581013,70,1961-12-25,Linda Scott,It's All Because,50.0,7,50
579574,72,1961-12-25,The Drifters,Room Full Of Tears,83.0,2,72
571957,73,1961-12-25,Johnny Tillotson,Dreamy Eyes,85.0,13,63
579768,74,1961-12-25,Bobby Vee,Walkin' With My Angel,79.0,5,74
575692,75,1961-12-25,Jimmy McCracklin,Just Got To Know,81.0,3,75
571774,76,1961-12-25,Ral Donner,She's Everything (I Wanted You To Be),,1,76
580041,77,1961-12-25,The Dovells,Bristol Stomp,30.0,16,2
577949,78,1961-12-25,The Showmen,It Will Stand,67.0,7,67
574178,79,1961-12-25,The Marcels,Heartaches,35.0,12,7
578337,80,1961-12-25,Gene McDaniels,Tower Of Strength,34.0,13,5
578045,81,1961-12-25,Chubby Checker,Twistin' U.S.A.,68.0,3,68
581462,82,1961-12-25,The Dave Brubeck Quartet,Unsquare Dance,88.0,4,82
577809,83,1961-12-25,Bobby Darin,Multiplication,86.0,2,83
577487,84,1961-12-25,David Seville And The Chipmunks,Alvin's Harmonica,,13,3
414007,85,1961-12-25,Charles Brown,Please Come Home For Christmas,,1,85
572925,86,1961-12-25,Dick Dale and The Del-Tones,Let's Go Trippin',91.0,5,86
577950,87,1961-12-25,Anthony Newley,Pop Goes The Weasel,,2,87
577213,88,1961-12-25,Danny Peppermint and the Jumping Jacks,The Peppermint Twist,62.0,4,54
571994,89,1961-12-25,Ray Peterson,I Could Have Loved You So Well,99.0,2,89
579474,90,1961-12-25,James Brown And The Famous Flames,Lost Someone,96.0,2,90
571209,91,1961-12-25,Patti Page,Go On Home,,1,91
579763,92,1961-12-25,Ace Cannon,Tuff,,1,92
576071,93,1961-12-25,Sleepy King,Pushin' Your Luck,98.0,2,93
571476,94,1961-12-25,Marty Robbins,I Told The Brook,,1,94
575592,95,1961-12-25,"The Corsairs Featuring Jay ""Bird"" Uzzell",Smoky Places,,1,95
578090,96,1961-12-25,Troy Shondell,Tears From An Angel,,1,96
571245,97,1961-12-25,Johnny Preston,Free Me,,1,97
580245,98,1961-12-25,The Belmonts,I Need Some One,,1,98
573141,99,1961-12-25,Dickie Goodman,Santa & The Touchables,,1,99
571624,100,1961-12-25,Jimmie Beaumont,Ev'rybody's Cryin',,1,100
574936,1,1962-01-06,The Tokens,The Lion Sleeps Tonight,1.0,8,1
580110,2,1962-01-06,Chubby Checker,The Twist,3.0,26,1
578233,3,1962-01-06,Bobby Vee,Run To Him,2.0,8,2
578699,4,1962-01-06,Joey Dee & the Starliters,Peppermint Twist - Part I,6.0,7,4
580125,5,1962-01-06,Elvis Presley With The Jordanaires,Can't Help Falling In Love,10.0,5,5
580230,6,1962-01-06,Neil Sedaka,"Happy Birthday, Sweet Sixteen",8.0,8,6
581573,7,1962-01-06,James Darren,Goodbye Cruel World,4.0,12,3
574887,8,1962-01-06,Leroy Van Dyke,Walk On By,5.0,10,5
577078,9,1962-01-06,The Lettermen,When I Fall In Love,13.0,7,9
578333,10,1962-01-06,Ray Charles and his Orchestra,Unchain My Heart,14.0,6,10
575850,11,1962-01-06,Connie Francis,When The Boy In Your Arms (Is The Boy In Your Heart),15.0,7,11
101224,12,1962-01-06,Bing Crosby,White Christmas,20.0,10,12
578591,13,1962-01-06,The Marvelettes,Please Mr. Postman,7.0,18,1
580666,14,1962-01-06,The Angels,'Til,17.0,11,14
572574,15,1962-01-06,Barbara George,I Know (You Don't Love Me No More),26.0,8,15
577856,16,1962-01-06,Linda Scott,I Don't Know Why,12.0,10,12
571343,17,1962-01-06,Sandy Nelson,Let There Be Drums,9.0,10,7
571773,18,1962-01-06,Brook Benton,Revenge,22.0,7,18
573268,19,1962-01-06,Henry Mancini And His Orchestra,Moon River,11.0,13,11
574533,20,1962-01-06,The Crystals,There's No Other (Like My Baby),23.0,7,20
579475,21,1962-01-06,Bobby Rydell/Chubby Checker,Jingle Bell Rock,27.0,4,21
413336,22,1962-01-06,The Harry Simeone Chorale,The Little Drummer Boy,34.0,24,13
579293,23,1962-01-06,Elvis Presley With The Jordanaires,Rock-A-Hula Baby,25.0,5,23
580716,24,1962-01-06,Gene Pitney,Town Without Pity,36.0,10,24
571951,25,1962-01-06,The Impressions,Gypsy Woman,21.0,12,20
579659,26,1962-01-06,Connie Francis,Baby's First Christmas,43.0,4,26
571442,27,1962-01-06,Jerry Butler,Moon River,16.0,13,11
573539,28,1962-01-06,Burl Ives,A Little Bitty Tear,52.0,3,28
580648,29,1962-01-06,James Ray,If You Gotta Make A Fool Of Somebody,39.0,7,29
580838,30,1962-01-06,Dion,The Wanderer,41.0,5,30
572276,31,1962-01-06,Jimmy Elledge,Funny How Time Slips Away,31.0,8,31
575903,32,1962-01-06,The Highwaymen,Cotton Fields,37.0,6,32
485744,33,1962-01-06,Fats Domino,Jambalaya (On The Bayou),35.0,4,33
576753,34,1962-01-06,The Shirelles,Baby It's You,45.0,3,34
571049,35,1962-01-06,Kenny Dino,Your Ma Said You Cried In Your Sleep Last Night,24.0,9,24
572181,36,1962-01-06,Ferrante & Teicher,Tonight,18.0,12,8
580911,37,1962-01-06,Pat Boone,Johnny Will,40.0,8,37
576429,38,1962-01-06,Del Shannon,Hey! Little Girl,44.0,6,38
574278,39,1962-01-06,David Seville And The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),47.0,11,39
578783,40,1962-01-06,Jimmy Dean,Big Bad John,19.0,14,1
16376,41,1962-01-06,Bobby Helms,Jingle Bell Rock,49.0,11,35
573058,42,1962-01-06,Ike & Tina Turner,Poor Fool,46.0,6,42
573015,43,1962-01-06,The Chantels,"Well, I Told You",32.0,8,29
576119,44,1962-01-06,Phil McLean,Small Sad Sam,33.0,5,33
578189,45,1962-01-06,Vic Dana,Little Altar Boy,48.0,6,45
579473,46,1962-01-06,Sue Thompson,Norman,60.0,5,46
574843,47,1962-01-06,David Seville And The Chipmunks,Rudolph The Red Nosed Reindeer,51.0,5,21
575624,48,1962-01-06,Gary U.S. Bonds,Dear Lady Twist,50.0,4,48
577576,49,1962-01-06,Solomon Burke,Just Out Of Reach (Of My Two Open Arms),30.0,16,24
54586,50,1962-01-06,Brenda Lee,Rockin' Around The Christmas Tree,58.0,8,14
570667,51,1962-01-06,Bobby Bland,Turn On Your Love Light,61.0,5,51
572653,52,1962-01-06,Bill Black's Combo,Twist-Her,65.0,3,52
575517,53,1962-01-06,Bobby Darin,Irresistible You,63.0,4,53
571957,54,1962-01-06,Johnny Tillotson,Dreamy Eyes,73.0,14,54
578513,55,1962-01-06,Jimmy Dean,Dear Ivan,,1,55
581145,56,1962-01-06,The Highwaymen,The Gypsy Rover,42.0,9,42
577478,57,1962-01-06,Si Zentner And His Orchestra,Up A Lazy River,67.0,7,43
581409,58,1962-01-06,Frank Sinatra,Pocketful Of Miracles,64.0,3,58
572980,59,1962-01-06,Frank Slay And His Orchestra,Flying Circle,69.0,4,59
574937,60,1962-01-06,Lee Dorsey,Do-Re-Mi,66.0,3,60
578282,61,1962-01-06,Roger Williams,Maria,68.0,4,61
579662,62,1962-01-06,Gladys Knight And The Pips,Letter Full Of Tears,70.0,4,62
577809,63,1962-01-06,Bobby Darin,Multiplication,83.0,3,63
571774,64,1962-01-06,Ral Donner,She's Everything (I Wanted You To Be),76.0,2,64
575753,65,1962-01-06,Chubby Checker,Let's Twist Again,29.0,19,8
571481,66,1962-01-06,Glen Campbell,"Turn Around, Look At Me",62.0,8,62
575692,67,1962-01-06,Jimmy McCracklin,Just Got To Know,75.0,4,67
571719,68,1962-01-06,Brenda Lee,Fool #1,28.0,14,3
579768,69,1962-01-06,Bobby Vee,Walkin' With My Angel,74.0,6,69
570950,70,1962-01-06,Sims Twins,Soothe Me,53.0,8,42
577949,71,1962-01-06,The Showmen,It Will Stand,78.0,8,67
573146,72,1962-01-06,The G-Clefs,I Understand (Just How You Feel),38.0,16,9
577487,73,1962-01-06,David Seville And The Chipmunks,Alvin's Harmonica,84.0,14,3
581462,74,1962-01-06,The Dave Brubeck Quartet,Unsquare Dance,82.0,5,74
579866,75,1962-01-06,John D. Loudermilk,Language Of Love,59.0,9,32
414007,76,1962-01-06,Charles Brown,Please Come Home For Christmas,85.0,2,76
572925,77,1962-01-06,Dick Dale and The Del-Tones,Let's Go Trippin',86.0,6,77
579763,78,1962-01-06,Ace Cannon,Tuff,92.0,2,78
573660,79,1962-01-06,Dion,The Majestic,54.0,5,36
571994,80,1962-01-06,Ray Peterson,I Could Have Loved You So Well,89.0,3,80
573534,81,1962-01-06,Danny & The Juniors with Freddy Cannon,Twistin' All Night Long,,1,81
571209,82,1962-01-06,Patti Page,Go On Home,91.0,2,82
575592,83,1962-01-06,"The Corsairs Featuring Jay ""Bird"" Uzzell",Smoky Places,95.0,2,83
578090,84,1962-01-06,Troy Shondell,Tears From An Angel,96.0,2,84
577950,85,1962-01-06,Anthony Newley,Pop Goes The Weasel,87.0,3,85
579474,86,1962-01-06,James Brown And The Famous Flames,Lost Someone,90.0,3,86
579574,87,1962-01-06,The Drifters,Room Full Of Tears,72.0,3,72
576993,88,1962-01-06,Johnny Mathis,Maria,,7,78
580245,89,1962-01-06,The Belmonts,I Need Some One,98.0,2,89
581013,90,1962-01-06,Linda Scott,It's All Because,70.0,8,50
574092,91,1962-01-06,Patsy Cline,Crazy,57.0,11,9
576071,92,1962-01-06,Sleepy King,Pushin' Your Luck,93.0,3,92
575994,93,1962-01-06,Ernie Freeman,The Twist,,1,93
581710,94,1962-01-06,Ferlin Husky,The Waltz You Saved For Me,,1,94
572321,95,1962-01-06,The Sensations,Let Me In,,1,95
571305,96,1962-01-06,The Jack Halloran Singers,The Little Drummer Boy,,1,96
573504,97,1962-01-06,Sheb Wooley,That's My Pa,,1,97
570633,98,1962-01-06,Jack Eubanks,Searching,,3,83
579330,99,1962-01-06,Tico And The Triumphs,Motorcycle,,1,99
577632,100,1962-01-06,Don Shirley,Drown In My Own Tears,,1,100
580110,1,1962-01-13,Chubby Checker,The Twist,2.0,27,1
574936,2,1962-01-13,The Tokens,The Lion Sleeps Tonight,1.0,9,1
578699,3,1962-01-13,Joey Dee & the Starliters,Peppermint Twist - Part I,4.0,8,3
580125,4,1962-01-13,Elvis Presley With The Jordanaires,Can't Help Falling In Love,5.0,6,4
572574,5,1962-01-13,Barbara George,I Know (You Don't Love Me No More),15.0,9,5
580230,6,1962-01-13,Neil Sedaka,"Happy Birthday, Sweet Sixteen",6.0,9,6
574887,7,1962-01-13,Leroy Van Dyke,Walk On By,8.0,11,5
578233,8,1962-01-13,Bobby Vee,Run To Him,3.0,9,2
578333,9,1962-01-13,Ray Charles and his Orchestra,Unchain My Heart,10.0,7,9
575850,10,1962-01-13,Connie Francis,When The Boy In Your Arms (Is The Boy In Your Heart),11.0,8,10
581573,11,1962-01-13,James Darren,Goodbye Cruel World,7.0,13,3
577078,12,1962-01-13,The Lettermen,When I Fall In Love,9.0,8,9
578591,13,1962-01-13,The Marvelettes,Please Mr. Postman,13.0,19,1
571343,14,1962-01-13,Sandy Nelson,Let There Be Drums,17.0,11,7
571773,15,1962-01-13,Brook Benton,Revenge,18.0,8,15
576753,16,1962-01-13,The Shirelles,Baby It's You,34.0,4,16
579473,17,1962-01-13,Sue Thompson,Norman,46.0,6,17
573539,18,1962-01-13,Burl Ives,A Little Bitty Tear,28.0,4,18
575903,19,1962-01-13,The Highwaymen,Cotton Fields,32.0,7,19
580838,20,1962-01-13,Dion,The Wanderer,30.0,6,20
580716,21,1962-01-13,Gene Pitney,Town Without Pity,24.0,11,21
580666,22,1962-01-13,The Angels,'Til,14.0,12,14
579475,23,1962-01-13,Bobby Rydell/Chubby Checker,Jingle Bell Rock,21.0,5,21
571951,24,1962-01-13,The Impressions,Gypsy Woman,25.0,13,20
574533,25,1962-01-13,The Crystals,There's No Other (Like My Baby),20.0,8,20
577856,26,1962-01-13,Linda Scott,I Don't Know Why,16.0,11,12
580648,27,1962-01-13,James Ray,If You Gotta Make A Fool Of Somebody,29.0,8,27
576119,28,1962-01-13,Phil McLean,Small Sad Sam,44.0,6,28
572276,29,1962-01-13,Jimmy Elledge,Funny How Time Slips Away,31.0,9,29
485744,30,1962-01-13,Fats Domino,Jambalaya (On The Bayou),33.0,5,30
579293,31,1962-01-13,Elvis Presley With The Jordanaires,Rock-A-Hula Baby,23.0,6,23
573268,32,1962-01-13,Henry Mancini And His Orchestra,Moon River,19.0,14,11
575624,33,1962-01-13,Gary U.S. Bonds,Dear Lady Twist,48.0,5,33
571442,34,1962-01-13,Jerry Butler,Moon River,27.0,14,11
580911,35,1962-01-13,Pat Boone,Johnny Will,37.0,9,35
575517,36,1962-01-13,Bobby Darin,Irresistible You,53.0,5,36
575753,37,1962-01-13,Chubby Checker,Let's Twist Again,65.0,20,8
571049,38,1962-01-13,Kenny Dino,Your Ma Said You Cried In Your Sleep Last Night,35.0,10,24
573058,39,1962-01-13,Ike & Tina Turner,Poor Fool,42.0,7,39
576429,40,1962-01-13,Del Shannon,Hey! Little Girl,38.0,7,38
572653,41,1962-01-13,Bill Black's Combo,Twist-Her,52.0,4,41
578513,42,1962-01-13,Jimmy Dean,Dear Ivan,55.0,2,42
574937,43,1962-01-13,Lee Dorsey,Do-Re-Mi,60.0,4,43
571957,44,1962-01-13,Johnny Tillotson,Dreamy Eyes,54.0,15,44
572181,45,1962-01-13,Ferrante & Teicher,Tonight,36.0,13,8
570667,46,1962-01-13,Bobby Bland,Turn On Your Love Light,51.0,6,46
581409,47,1962-01-13,Frank Sinatra,Pocketful Of Miracles,58.0,4,47
