album,artist,sentiment
Live from a Shark Cage,Papa M,0.9999999999999991
Dance of December Souls,Katatonia,0.5363071450253754
Last Splash,The Breeders,0.5204106761936145
1999,Cassius,0.5382565181129193
Come My Fanatics...,Electric Wizard,0.48665996080539675
Indoor Living,Superchunk,0.41274431591543637
Love Scenes,Diana Krall,0.579283270001889
Reload,Tom Jones,0.5214079149809107
Something About Airplanes,Death Cab for Cutie,0.4595960939000426
A Little Ain't Enough,David Lee Roth,0.5120844197554744
Kiko,Los Lobos,0.46179164596797617
Paid Vacation,Richard Marx,0.48230727159828707
"Riot, Riot, Upstart",Agnostic Front,0.46520826024480827
Manilow Sings Sinatra,Barry Manilow,0.646564223349225
Hit to Death in the Future Head,The Flaming Lips,0.6448731430781687
Singin' with the Big Bands,Barry Manilow,0.7423740657940698
Follow The Leader,Korn,0.48368409512966315
Be Here Now,Oasis,0.49959303980008574
Guilty 'til Proven Innocent,Prime Suspects,0.4181540196396409
Incesticide,Nirvana,0.619867981390256
How I Feel,Terri Clark,0.5211230588251199
No Pocky for Kitty,Superchunk,0.6294109825821028
Diatribes,Napalm Death,0.40594905692631966
¡Viva Zapata!,7 Year Bitch,0.38990741535514895
For Your Own Special Sweetheart,Jawbox,0.4843354495263731
The Road to Ensenada,Lyle Lovett,0.5512091483771272
Birdbrain,Buffalo Tom,0.46511767052253644
To the Faithful Departed,The Cranberries,0.3488174040955361
Electr-O-Pura,Yo La Tengo,0.39661747108097223
Back in Business,EPMD,0.3665152666872383
Lustra,Echobelly,0.5753542255597369
Forever Everlasting,Everlast,0.4628146510870472
"Easy Come, Easy Go",George Strait,0.5064987845353758
Butterfly,Mariah Carey,0.62403239678899
New World Disorder,Biohazard,0.39574524664273314
Thank God for Mental Illness,The Brian Jonestown Massacre,0.6568670223374544
Gedida,Natacha Atlas,0.4448985463652594
Repetition,Unwound,0.4558897060062813
Reputation,Dusty Springfield,0.4700132072693716
Calling All Stations,Genesis,0.5168860523866509
Insomniac,Green Day,0.4556548197709733
Second Coming,Shotgun Messiah,0.35929091794509077
Congregation,The Afghan Whigs,0.4975022318460692
The Ruler's Back,Slick Rick,0.4428206339223586
The Final Tic,Crucial Conflict,0.3174568288762116
In a Major Way,E-40,0.4176295845317317
Running on Ice,Vertical Horizon,0.494397247989317
5,Lenny Kravitz,0.6450826574480337
Head Down,Moev,0.34883428761672064
Nine Objects of Desire,Suzanne Vega,0.4591506101755661
Not a Pretty Girl,Ani DiFranco,0.5695108242375886
Dog Eat Dog,Warrant,0.4973651756732517
Falling into Infinity,Dream Theater,0.3570621307956768
Gallery of Suicide,Cannibal Corpse,0.15873066524841534
Shift-Work,The Fall,0.5204589161520915
Liberty,Duran Duran,0.4411524275239203
Candy from a Stranger,Soul Asylum,0.6438530773053319
Grippe,Jawbox,0.42473915142863106
The Ponzi Scheme,Firewater,0.47279047239158917
Where I Wanna Be,Donell Jones,0.44206697437650705
This Should Move Ya,Mantronix,0.6206031030498421
Soundsystem,311,0.5244463328766401
So Real,Mandy Moore,0.6201354280304299
Yerself Is Steam,Mercury Rev,0.3701998041846467
Joy: A Holiday Collection,Jewel,0.8751960529933651
Play,Moby,0.5061317034109002
Exposed,Vince Neil,0.41059659818180744
Magic Hour,Cast,0.5294913372990407
Crazy World,Scorpions,0.4994883890324478
The Fragile Art of Existence,Control Denied,0.4316375686539226
Goatlord,Darkthrone,0.37856108160308966
Glee,Bran Van 3000,0.5566615028308332
Fizzy Fuzzy Big & Buzzy,The Refreshments,0.4638749919842961
Who Can You Trust?,Morcheeba,0.9999999999999991
Home Again,New Edition,0.5497178057341439
The Grass Is Blue,Dolly Parton,0.4704453337107706
Unusual Heat,Foreigner,0.465193826921583
Those of the Unlight,Marduk,0.32967151435440223
Dead Serious,Das EFX,0.4542531875998167
Darkest Days,Stabbing Westward,0.4380124223602477
"Light Fuse, Get Away",Widespread Panic,0.9999999999999991
Haunted,Six Feet Under,0.29913995913483016
Wild Wood,Paul Weller,0.5596662677835388
Regulate...G Funk Era,Warren G,0.34020563318231256
Just the Same,Terri Clark,0.5049985825851138
Colour of Your Dreams,Carole King,0.47596142565522426
Love in Space,Hawkwind,0.014998268873556653
Chill of an Early Fall,George Strait,0.6343108860408241
Mock Tudor,Richard Thompson,0.7159270105879696
Nightwork,Diabolical Masquerade,0.33468842795727544
Whatever and Ever Amen,Ben Folds Five,0.379521574521787
Emperor Tomato Ketchup,Stereolab,0.342565141926929
Armchair Theatre,Jeff Lynne,0.49930090483488265
Gato Negro,7 Year Bitch,0.4233942429551678
Southpaw Grammar,Morrissey,0.36183392383678603
Bizarre Ride II the Pharcyde,The Pharcyde,0.34869843569890757
The Carnival Bizarre,Cathedral,0.4750918422891037
Wide River,Steve Miller Band,0.4342169198970156
Frosting on the Beater,The Posies,0.5191609088422149
Transilvanian Hunger,Darkthrone,0.3838706168183632
Goofyfoot,Phranc,0.5171244652902899
As Time Goes By,Bryan Ferry,0.6247068954590689
Seasons in the Abyss,Slayer,0.3727245849455563
Painkiller,Judas Priest,0.33182176113777906
Heated,Big Sugar,0.5741765162807296
Steam,East 17,0.5313953694161455
Novelty Forever,Bracket,0.5130288887612738
Happiness...Is Not a Fish That You Can Catch,Our Lady Peace,0.4719299236474154
"Never, Neverland",Annihilator,0.3931648211575851
Whenever We Wanted,John Mellencamp,0.47425225896415607
Chemicrazy,That Petrol Emotion,0.4345787769089313
Into the Unknown,Mercyful Fate,0.4358290061370759
Ham Fisted,Local H,0.5405474427699999
People's Instinctive Travels and the Paths of Rhythm,A Tribe Called Quest,0.48718046362537504
Stoned & Dethroned,The Jesus and Mary Chain,0.49614412976997707
Twisted by Design,Strung Out,0.4842557748533746
Mondo Bizarro,Ramones,0.4527428463460199
Union,Yes,0.49699582090244104
Showbiz,Muse,0.46938886906136446
Angel Dust,Faith No More,0.42347988133226916
Naïve,KMFDM,0.5355810747450996
Sugar,Tonic,0.6332009503824069
Dots and Loops,Stereolab,0.45378328135096196
Keep the Fire Burnin',Dan Hartman,0.6413845206930524
Spyboy,Emmylou Harris,0.49332637844803723
Spirit Trail,Bruce Hornsby,0.473260632939633
Made in Heaven,Queen,0.6041828693964354
Cover Girl,Shawn Colvin,0.5190854828038374
Good Morning Spider,Sparklehorse,0.3260204760005328
Mexican Moon,Concrete Blonde,0.5322696449940167
Make Way for the Motherlode,Yo-Yo,0.48954386791716215
The Prodigal Stranger,Procol Harum,0.42952681643939294
Aries,Luis Miguel,0.2395195093083628
Over My Heart,Laura Branigan,0.525511235208084
Submarine Bells,The Chills,0.43716325507277365
Marchin' Already,Ocean Colour Scene,0.48383445272156816
Some Old Bullshit,Beastie Boys,0.45952167264991295
No Substance,Bad Religion,0.5990630489947293
"Bigger, Better, Faster, More!",4 Non Blondes,0.5455382735649152
"My Arms, Your Hearse",Opeth,0.45532885279707297
American Water,Silver Jews,0.9999999999999991
III Sides to Every Story,Extreme,0.5586433934350901
Let's Go,Rancid,0.5287619706009329
Affairs of the Heart,Jody Watley,0.6767903318982703
Here Comes Trouble,Bad Company,0.4001725401434123
Sympathique,Pink Martini,0.9999999999999991
The Band Geek Mafia,Voodoo Glow Skulls,0.5293227742807932
Uptown Saturday Night,Camp Lo,0.4820341639899502
Espresso Logic,Chris Rea,0.5461889100455823
Slip,Quicksand,0.4797981866988643
Formulas Fatal to the Flesh,Morbid Angel,0.3770437593391351
Subhuman Race,Skid Row,0.37567656091399293
Swingin' with Raymond,Chumbawamba,0.4107846865984544
Against the Grain,Bad Religion,0.45468877618857634
Eleven Kinds of Loneliness,Tanita Tikaram,0.27857000398883147
True Love,Pat Benatar,0.443701635420821
Me Against the World,2Pac,0.39509752097919787
Keasbey Nights,Catch 22,0.36985565890790895
Black Reign,Queen Latifah,0.5479610781925743
Tha Streetz Iz a Mutha,Kurupt,0.3397764268347381
Burnt Offerings,Iced Earth,0.42626360476380354
Bewitched,Luna,0.5311639805239539
Playtyme Is Over,Immature,0.5557224581298938
Enjoy Incubus,Incubus,0.5042879936178695
ESCM,BT,0.9999999999999991
Breathless,Kenny G,0.9999999999999991
Off the Hook,Xscape,0.5378540087754285
Out of the Cradle,Lindsey Buckingham,0.45208465800708525
Through Being Cool,Saves The Day,0.5411232784656156
No Jive,Nazareth,0.5877962417205926
Antenna,ZZ Top,0.43235862661470903
Harbinger,Paula Cole,0.5943882949338094
Twice Removed,Sloan,0.39911336493113314
State Songs,John Linnell,0.4762664539289986
The Burdens of Being Upright,Tracy Bonham,0.49351119191844245
117°,Izzy Stradlin,0.5241372936266254
Violent Demise: The Last Days,Body Count,0.30695934790657897
If There Was a Way,Dwight Yoakam,0.5010415281655799
Under the Covers,Dwight Yoakam,0.4580974797285152
Chim Chim's Badass Revenge,Fishbone,0.3970753866414436
Tactical Neural Implant,Front Line Assembly,0.3892944200682527
Project: Funk da World,Craig Mack,0.4531088053850817
Milk and Scissors,The Handsome Family,0.42035029190992435
Of Someday Shambles,Jebediah,0.39946727362437245
Everything You Want,Vertical Horizon,0.4788883261698701
The Sign,Ace of Base,0.49297522492576257
Glory to the Brave,HammerFall,0.47204609427986505
King of Hearts,Roy Orbison,0.46557953143384856
Long Stretch of Lonesome,Patty Loveless,0.5548168830976962
Supposed Former Infatuation Junkie,Alanis Morissette,0.5517413070101597
Run Devil Run,Paul McCartney,0.7293577981651366
Songs from The Capeman,Paul Simon,0.5054653836211392
In on the Kill Taker,Fugazi,0.49022584671664565
Native Tongue,Poison,0.26657414035221927
Blurring the Edges,Meredith Brooks,0.48934800739746875
...Somewhere More Familiar,Sister Hazel,0.4660718695136605
We Have the Technology,Custard,0.579235284061769
Circle of One,Oleta Adams,0.49364028339696414
Stupid Dream,Porcupine Tree,0.5413291215091015
The One Thing,Michael Bolton,0.5903725725603768
Ass Cobra,Turbonegro,0.4348953365359597
Breaking Atoms,Main Source,0.48054505680059884
Busted,Cheap Trick,0.45269669795040157
University,Throwing Muses,0.558160383250131
IX Equilibrium,Emperor,0.35087210356456444
Crossroads and Illusions,Strung Out,0.45525503500592546
20 Años,Luis Miguel,0.2565317112086154
Jesus Hits Like the Atom Bomb,Tripping Daisy,0.5379736737136015
Tidal,Fiona Apple,0.49355138944289245
It's Dark and Hell Is Hot,DMX,0.3344638340433803
This Strange Engine,Marillion,0.5399415797258355
Harbor Lights,Bruce Hornsby,0.5086599626309484
Stick Around for Joy,The Sugarcubes,0.49262786220243976
New Beginning,SWV,0.6118198830508614
First Love,Hikaru Utada,0.7002298326590299
Arrive All Over You,Danielle Brisebois,0.483918199772344
A Prince Among Thieves,Prince Paul,0.42996941896024443
Elegantly Wasted,INXS,0.5061657147221817
The Diary,Scarface,0.31404676820711175
A Place in the Sun,Tim McGraw,0.5494064239177917
Always Never the Same,Kansas,0.4834423210968882
Musical Monkey,Guttermouth,0.4939054182425749
End of the Summer,Dar Williams,0.5500374028707458
The Velvet Rope,Janet Jackson,0.4369888972124658
The Boy Is Mine,Monica,0.5156289661674569
Duets,Frank Sinatra,0.5123036791946574
Let Me In,Chely Wright,0.5041717183979711
Lucy,Candlebox,0.4606413301035243
Eden,Sarah Brightman,0.4322152873913824
Detonator,Ratt,0.3487142124500374
Gala,Lush,0.6022565388341207
Dreamspace,Stratovarius,0.47489922108770616
Billy's Live Bait,Gear Daddies,0.47273818874162615
Come On Feel The Lemonheads,The Lemonheads,0.42040154234809113
Pod,The Breeders,0.47690685634254926
Satisfaction is the Death of Desire,Hatebreed,0.44737591885577443
American Grafishy,Flipper,0.45821754336476606
Liquid Tension Experiment 2,Liquid Tension Experiment,0.9999999999999991
Inzombia,Slant 6,0.6415146024865307
Goodbye Jumbo,World Party,0.6101394967330909
Electriclarryland,Butthole Surfers,0.4478566397066928
Hoodoo,Alison Moyet,0.43755249277179126
"You Can't Do That on Stage Anymore, Vol. 6",Frank Zappa,0.4849780614280013
Mercenary,Bolt Thrower,0.3060215181276207
This Is Christmas,Luther Vandross,0.7243655748400594
Peace and Noise,Patti Smith,0.5173758552639032
Audience with the Mind,The House of Love,0.36355632799589715
Wrecking Ball,Emmylou Harris,0.40974219553670754
Dark at the End of the Tunnel,Oingo Boingo,0.44154018571735865
Two Pages,4hero,0.5594698480617901
Otis,Mojo Nixon,0.5117040707072829
Live from the Fall,Blues Traveler,0.5035943154787028
Poetenes Evangelium,Morten Harket,0.26044317290895835
Clumsy,Our Lady Peace,0.3434823872467432
Thylacine,Monique Brumby,0.4757350795863449
Gold Mother,James,0.4844615141911325
Believe in Me,Duff McKagan,0.5270377271996616
Phoenix Rising,Artension,0.33740960993864466
Attack of the Grey Lantern,Mansun,0.5135432110844348
Soundpieces: Da Antidote,Lootpack,0.412732075510459
E-lux,Human Waste Project,0.49787922062499723
Star Bright,Vanessa Williams,0.7941763063422406
Four,Blues Traveler,0.39761833851779327
Destination Anywhere,Jon Bon Jovi,0.4111906509102758
How Long Has This Been Going On,Van Morrison,0.5367131605971354
Ten,Pearl Jam,0.5429432781345277
The Human Factor,Metal Church,0.446061533542656
Get Skintight,The Donnas,0.6212076456192924
Truly Blessed,Teddy Pendergrass,0.6009225450789062
Big Calm,Morcheeba,0.4921348045022811
Milk & Kisses,Cocteau Twins,0.47904178160306005
Betty,Helmet,0.5214377520719757
Sound of White Noise,Anthrax,0.5150628075276269
Still Standing,Goodie Mob,0.45414293266052236
Some Fantastic Place,Squeeze,0.5840207419226158
Ready for the World,INOJ,0.569008420258891
The Healing Game,Van Morrison,0.5632892535048204
Long Line,Peter Wolf,0.4052061634829879
Mental Jewelry,Live,0.5439719141015084
No End of Love,John Hartford,0.5617308573032546
Only God Can Judge Me,Master P,0.41913315362724246
Modernday Folklore,Ian Moore,0.6471461303698471
My Heart,Donell Jones,0.5992293820648185
A Dead Poem,Rotting Christ,0.4524506639142356
The Sweetest Days,Vanessa Williams,0.5659086285308761
Just Fred,Fred Schneider,0.5022745650699442
And Now the Legacy Begins,Dream Warriors,0.3727132474546904
Breakdown,Melissa Etheridge,0.48717756947214463
Where Have All the Merrymakers Gone?,Harvey Danger,0.4550622597811394
Mother Nature Calls,Cast,0.5354805325576184
Chorus,Erasure,0.490396888711607
Human Clay,Creed,0.4709692172262487
Spiritual Healing,Death,0.38489962011945916
Modus Operandi,Photek,0.9999999999999991
Bring 'em All In,Mike Scott,0.4658622523600583
Odelay,Beck,0.4682108700290345
Nightcap,Jethro Tull,0.9999999999999991
Tight,Mindless Self Indulgence,0.3931841672047546
Urban Hymns,The Verve,0.5707574347382885
Anywhere But Here,The Ataris,0.4504735443927029
Tiger Bay,Saint Etienne,0.5505916766387442
W.F.O.,Overkill,0.4408831741711441
Romances,Luis Miguel,0.22940447597790053
Octagon,Bathory,0.3965173376614443
Pop Life,Bananarama,0.6003099518070704
Older,George Michael,0.49440260737272257
Segundo Romance,Luis Miguel,0.10401694926337329
Night Ride Home,Joni Mitchell,0.3772544888250179
The Messenger,Kurt Elling,0.5741523733546064
It Was Written,Nas,0.41075168556175645
Inquilaab,Junoon,0.32703984399237657
Mighty Joe Moon,Grant Lee Buffalo,0.5212878516425199
Electric Landlady,Kirsty MacColl,0.43187541702455096
Goat,The Jesus Lizard,0.3613245624116875
Kickin' It Up,John Michael Montgomery,0.5540486637415236
Frogstomp,Silverchair,0.40609665030936587
Gravity's Rainbow,Pat Benatar,0.38725414991868845
Enemy of the Sun,Neurosis,0.36255299321192624
Foolish,Superchunk,0.5284041048700003
Parables for Wooden Ears,Powderfinger,0.41260296714371064
Orchid,Opeth,0.9999999999999991
Metalhead,Saxon,0.5111472050919291
Dig My Mood,Nick Lowe,0.4252758941630099
Significant Other,Limp Bizkit,0.46844205182232745
Not So Tough Now,Frenzal Rhomb,0.4746927508448972
Sehnsucht,Rammstein,0.06165345727614924
Caustic Grip,Front Line Assembly,0.3929221643086507
Forget About It,Alison Krauss,0.4492693999402571
Slip Stitch and Pass,Phish,0.49599266384021645
Foxbase Alpha,Saint Etienne,0.6278021539688861
Dreaming Neon Black,Nevermore,0.4380212597708868
Stoner Witch,Melvins,0.6372520578743147
Unleash the Beast,Saxon,0.40749590467080543
Fire and Ice,Yngwie Malmsteen,0.5546054938788834
Up from the Ashes,Don Dokken,0.5086190154448008
From the Cradle,Eric Clapton,0.5436777024331867
The Luxury of Time,David Mead,0.6172900436217381
Classics in the Key of G,Kenny G,0.5468340819618113
Souls of Black,Testament,0.41436477861986387
The Shape of Punk to Come,Refused,0.5705162924004474
The Bends,Radiohead,0.4758920509936791
Vivadixiesubmarinetransmissionplot,Sparklehorse,0.41958689582213227
The End Complete,Obituary,0.19175288783243655
At the Heart of Winter,Immortal,0.41554809324588726
All Fall Down,Against All Authority,0.4832112940908314
"Flesh of My Flesh, Blood of My Blood",DMX,0.41595029340024886
Unchained,Johnny Cash,0.38328107090899677
The Most Beautifullest Thing in This World,Keith Murray,0.4477575831151036
Ringmaster,Insane Clown Posse,0.2118313141535072
"Slow, Deep and Hard",Type O Negative,0.3476577818395403
Natural Ingredients,Luscious Jackson,0.5275968860225072
Regular Urban Survivors,Terrorvision,0.4633325539065322
A Thousand Leaves,Sonic Youth,0.5868392031722935
Eight Arms to Hold You,Veruca Salt,0.4052681166568727
Stomp 442,Anthrax,0.44847227762265623
Down on the Upside,Soundgarden,0.37994222238338665
Phantom Power,The Tragically Hip,0.4419224162295318
Ill Communication,Beastie Boys,0.3848224970083758
Who I Am,Alan Jackson,0.4288679198244911
A Deeper Kind of Slumber,Tiamat,0.1599521340247303
Through Silver in Blood,Neurosis,0.4289489429597124
Walthamstow,East 17,0.6363070939363695
The Soul Cages,Sting,0.36650711341576897
Oz Factor,Unwritten Law,0.5845379772081207
Tuesday's Child,Amanda Marshall,0.5978668662453028
Sventevith (Storming Near the Baltic),Behemoth,0.4542113251726329
Filth Pig,Ministry,0.47341269947502645
Welcome to the Cruel World,Ben Harper,0.5747905863581965
Cyberpunk,Billy Idol,0.4331881427191025
Lifestylez ov da Poor & Dangerous,Big L,0.507392334046124
Once upon the Cross,Deicide,0.24450642678113266
Highwayman 2,The Highwaymen,0.48969967726728725
Whiskey for the Holy Ghost,Mark Lanegan,0.36274951873883565
Cherry Pie,Warrant,0.5179234881036432
Priest=Aura,The Church,0.44555966186244733
Brick by Brick,Iggy Pop,0.5200237841506462
My Own Prison,Creed,0.41266129713649036
Load,Metallica,0.4842683298266445
Jordan: The Comeback,Prefab Sprout,0.4778861002794183
Cosas del Amor,Enrique Iglesias,0.3707076352631644
Behind the Eyes,Amy Grant,0.5864914034062549
EV3,En Vogue,0.5381180118349029
Romeo's Heart,John Farnham,0.49096794209189093
Picture Perfect Morning,Edie Brickell,0.6370795917771691
Soul's Core,Shawn Mullins,0.4784531023976238
Interiors,Brad,0.5486854549197718
It Matters to Me,Faith Hill,0.5366690162522104
World Falling Down,Peter Cetera,0.4327460667885693
Junkanoo,Baha Men,0.5963733977296003
Shake Your Money Maker,The Black Crowes,0.5219387554773031
Gringo Honeymoon,Robert Earl Keen,0.5648302056295152
Divine Intervention,Slayer,0.28828441653692244
Tuonela,Amorphis,0.4467705478423849
Arches and Aisles,The Spinanes,0.4653913486681733
Believe,Cher,0.5598062080977527
Sparkle and Fade,Everclear,0.5206365572623068
Obey the Time,The Durutti Column,0.9999999999999991
The More Things Change...,Machine Head,0.4823845749885929
Northern Star,Melanie C,0.6140759789639699
The Woman in Me,Shania Twain,0.5468208569079201
Tical,Method Man,0.36468574558400674
Apocalypse 91... The Enemy Strikes Black,Public Enemy,0.4036041779646201
Stairway to Fairyland,Freedom Call,0.5370106558778273
The Internationale,Billy Bragg,0.4407628158514326
XO,Elliott Smith,0.40415969144662556
Colossal Head,Los Lobos,0.38789168107077954
Spinning Around the Sun,Jimmie Dale Gilmore,0.5112432271352272
Picture This,Wet Wet Wet,0.5081039465043725
Body Exit Mind,New Fast Automatic Daffodils,0.39891636750432147
Dispepsi,Negativland,0.5056070849722039
Sex Packets,Digital Underground,0.4694124194191741
It All Comes Down to This,Bane,0.494057154437029
Close to Seven,Sandra,0.661779669985265
Utopia Banished,Napalm Death,0.483597650715926
Groove Family Cyco,Infectious Grooves,0.4813590048223392
Bette of Roses,Bette Midler,0.6316871650832627
The Privilege of Power,Riot,0.4595266281933515
Mule Variations,Tom Waits,0.5451480443502775
Forest of Equilibrium,Cathedral,0.37211739333256644
The Looks or the Lifestyle?,Pop Will Eat Itself,0.5610319757972797
Rasta Business,Burning Spear,0.4724516576515685
Far from Home,Traffic,0.554294130281365
Sackcloth 'n' Ashes,16 Horsepower,0.39587124800558415
Lay It Down,Cowboy Junkies,0.3361392698146334
Sutras,Donovan,0.4458384448073691
Doc's da Name 2000,Redman,0.4373942741346126
Peggy Suicide,Julian Cope,0.4456182188081251
Without You I'm Nothing,Placebo,
Maxinquaye,Tricky,0.3883384936943113
Whiplash,James,0.6291956292871754
Harmony Corruption,Napalm Death,0.39698106003579037
Daily Operation,Gang Starr,0.4382370538961492
1000 Smiling Knuckles,Skin Yard,0.4938652220709381
Lovescape,Neil Diamond,0.6318308735540477
He Got Game,Public Enemy,0.37976495640123503
The Rapture,Siouxsie and the Banshees,0.4329553440841833
Menace to Sobriety,Ugly Kid Joe,0.5570614569707607
Turn It Upside Down,Spin Doctors,0.49152879400365496
East Side Story,Kid Frost,0.46132947208317615
Superunknown,Soundgarden,0.45672367371360145
Peace at Last,The Blue Nile,0.6621418790273824
Bricks Are Heavy,L7,0.4557499869929407
The Name Above the Title,John Wesley Harding,0.5228348949788837
Black Earth,Arch Enemy,0.16859460178167746
Fashion Nugget,Cake,0.5386207874150725
Massive Grooves from the Electric Church of Psychofunkadelic Grungelism Rock Music,Poundhound,0.5276637180600192
Hey Babe,Juliana Hatfield,0.4876015498313263
Tripping the Light Fantastic,Lit,0.4765257279617064
Time's Up,Living Colour,0.48416590409598154
The Low End Theory,A Tribe Called Quest,0.4700280838019025
Strength in Numbers,24-7 Spyz,0.5196264529668684
Return to the Last Chance Saloon,The Bluetones,0.4348669254542567
Backstreet's Back,Backstreet Boys,0.5975375614944813
Field Studies,Quasi,0.4639791193354258
Beg to Differ,Prong,0.3259765360852277
The Hard Way,Clint Black,0.4356647859023776
C.M.B.,Color Me Badd,0.7167329230962287
Bitterblue,Bonnie Tyler,0.4785060973243784
Risin' Outlaw,Hank Williams III,0.5098050881261276
Tierna La Noche,Fey,0.19136133112997883
Throttle Junkies,Soil,0.26647672232035957
Have You Seen Me Lately,Carly Simon,0.5357565745047717
Delete Yourself!,Atari Teenage Riot,0.21488040174441625
Invisible,La Ley,0.07328978859194196
Pussy Whipped,Bikini Kill,0.48170488485897967
Come Pick Me Up,Superchunk,0.4958658130117019
Up to No Good,Peter Wolf,0.43499299812553427
Cause of Death,Obituary,0.3480857853329824
The Day the Sun Went Out,Boysetsfire,0.37087289609711344
The Sweetest Illusion,Basia,0.4958547784265721
Time Out of Mind,Bob Dylan,0.43698080158165786
Such Blinding Stars for Starving Eyes,Cursive,0.4052061634829883
Blues for Greeny,Gary Moore,0.5473884133600228
At the Speed of Life,Xzibit,0.430607286610477
Baile de Los Locos,Voodoo Glow Skulls,0.5257094090036263
Theater of Salvation,Edguy,0.5045419993828593
Metaphysical Graffiti,The Dead Milkmen,0.5185174257456074
Julius Caesar,Smog,0.43397237734343797
Stray,Aztec Camera,0.46787863809788627
American Caesar,Iggy Pop,0.5790634224172315
Shapeshifter,Marcy Playground,0.45732216460577013
"Pale Sun, Crescent Moon",Cowboy Junkies,0.5051828678825926
Souvlaki,Slowdive,0.5322067906830567
The Infotainment Scan,The Fall,0.3663062344354721
This Desert Life,Counting Crows,0.4679900201005808
Unforgettable... with Love,Natalie Cole,0.5037592853218533
I Refuse to Be Lonely,Phyllis Hyman,0.5123118682323632
Ven Conmigo,Selena,0.22285106772032176
Serpents of the Light,Deicide,0.33042481053051453
Slave to the Grind,Skid Row,0.36335824907649816
S.C.I.E.N.C.E.,Incubus,0.5270614542055959
Dear You,Jawbreaker,0.4972676505783802
Riddle Box,Insane Clown Posse,0.5823539802837763
TNT,Tortoise,0.9999999999999991
Kerosene Hat,Cracker,0.7065643334342232
Pack Up the Cats,Local H,0.4229136196427774
Starting Over,Reba McEntire,0.5556903989293294
Mos Def & Talib Kweli Are Black Star,Black Star,0.5138489201843668
The Lonesome Crowded West,Modest Mouse,0.4239604517187938
El Niño,Def Squad,0.38625785301156723
New Art Riot,Manic Street Preachers,0.4591497788493104
Shaming of the Sun,Indigo Girls,0.5579276304906507
Terraform,Shellac,0.5005845701002707
Third World Warrior,Kris Kristofferson,0.4989939561632488
Whip-Smart,Liz Phair,0.4684239501297189
Motel California,Ugly Kid Joe,0.49301637953413
Lucky Town,Bruce Springsteen,0.5893256457676078
"Dandys Rule, OK?",The Dandy Warhols,0.5829704995028003
Angel Heart,Bonnie Tyler,0.5346420580315032
We Got It,Immature,0.5191445085835127
Lazer Guided Melodies,Spiritualized,0.6187204130321889
Hints Allegations and Things Left Unsaid,Collective Soul,0.5162009787229896
Different Class,Pulp,0.5130259434656779
Everybody Knows,Sonia,0.5326006331208781
Veiled,Leah Andreone,0.5504305827813101
Get a Grip,Aerosmith,0.5361135609284817
Change Everything,Del Amitri,0.4336653622783597
Mr. Happy Go Lucky,John Mellencamp,0.3912402058156757
This One's Gonna Hurt You,Marty Stuart,0.586101772180751
The Impossible Bird,Nick Lowe,0.5902555198385689
"You Can't Do That on Stage Anymore, Vol. 5",Frank Zappa,0.6978279000616449
Danzig II: Lucifuge,Danzig,0.5194971030267794
The Wild Life,Slaughter,0.5759691046886891
Conforming to Abnormality,Cephalic Carnage,0.29650969680332306
Ask Questions Later,Cop Shoot Cop,0.4195350198128618
Astronauts & Heretics,Thomas Dolby,0.26029712225615553
Angels with Dirty Faces,Tricky,0.7468898405220089
Tubthumper,Chumbawamba,0.3607716575407046
Give Yourself a Hand,Crash Test Dummies,0.464209416088938
Panique celtique,Manau,0.24905968808807727
Perverse,Jesus Jones,0.4170778961764196
Spellbound,Paula Abdul,0.5563055024877708
Terra Incognita,Chris Whitley,0.6039943878533136
The Best Band You Never Heard in Your Life,Frank Zappa,0.5350352346762391
Armed Audio Warfare,Meat Beat Manifesto,
The War Report,Capone-N-Noreaga,0.4480328395855477
Tilt,Scott Walker,0.49614412976997707
A Catholic Education,Teenage Fanclub,0.4959280680760531
Issues,Korn,0.17953930674782864
"Please Hammer, Don't Hurt 'Em",MC Hammer,0.4865241313047915
What I Deserve,Kelly Willis,0.49552681064448056
Livonia,His Name Is Alive,0.470684946112698
For the Cool in You,Babyface,0.43312689382011027
Regretfully Yours,Superdrag,0.5078114612418557
Muse Sick-n-Hour Mess Age,Public Enemy,0.4776144360194262
Brand New Dance,Emmylou Harris,0.6510538169891973
Inna Heights,Buju Banton,0.4482756241002697
Walking in London,Concrete Blonde,0.6053670412500165
Promises and Lies,UB40,0.49488317955625843
Jehovahkill,Julian Cope,0.2520735368199085
The Very Best of Kenny G,Kenny G,0.9999999999999991
Sketches for My Sweetheart the Drunk,Jeff Buckley,0.6029384725288072
Where Blood and Fire Bring Rest,Zao,0.4376309713085054
Sacrificial Cake,Jarboe,0.5583996992329511
I Wanna Be Santa Claus,Ringo Starr,0.624040127257205
Living Under June,Jann Arden,0.5945504103661262
No Doubt About It,Neal McCoy,0.4982205668284643
Rafi's Revenge,Asian Dub Foundation,0.43804878806873143
The Longest Line,NOFX,0.46222771362137155
Too Long in Exile,Van Morrison,0.3424741848651588
Standing in My Shoes,Leo Kottke,0.46360640656611846
The Middle of Nowhere,Orbital,0.5730620928068068
Sound of Perseverance,Death,0.25745238173877494
Mind Fruit,Opus III,0.9999999999999991
Mechanical Animals,Marilyn Manson,0.47971663593905495
Hell Freezes Over,Eagles,0.5179860028284435
Guide to Better Living,Grinspoon,0.46961437268577233
