album,artist,album_uri,artist_uri
Factory Showroom,They Might Be Giants,spotify:album:2hKyVgoCZifKX93IKXHkzj,spotify:artist:6zB02lwP6L6ZH32nggQiJT
Ginuwine...the Bachelor,Ginuwine,spotify:album:4cEX2rhss4PBg5EU5Vs0Uj,spotify:artist:7r8RF1tN2A4CiGEplkp1oP
No Doubt,702,spotify:album:5Zm0jwZc5J4jWk9rLmABKO,spotify:artist:2S8UlyXW4JjjHcbeg8ddIo
"No Talking, Just Head",The Heads,spotify:album:5qbBmD3rq87BXlXqaaJZzf,spotify:artist:1iGQpVzGEvIGOHVLljx2W1
Sutras,Donovan,spotify:album:4WqywEuqcOrosURAZndnKa,spotify:artist:6vLlQYujOujIrm7zAKzEdG
Car Button Cloth,The Lemonheads,spotify:album:5NQ9PLQuzOIKG4R1lxcVMf,spotify:artist:6w7fc6IZlo5zwBaKT5jU1X
Justus,The Monkees,spotify:album:4ozQXQgOhYqX2gaGMpWaOf,spotify:artist:320EPCSEezHt1rtbfwH6Ck
Life Is Peachy,Korn,spotify:album:2b813fSxxzp9lcOfnLrrTH,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD
Overnight Sensation,Motörhead,spotify:album:08NAL0fDCPpDNayW9jjzfB,spotify:artist:1DFr97A9HnbV3SKTJFu62M
Recovering the Satellites,Counting Crows,spotify:album:4YArB2Q848BDmmwUUumEFP,spotify:artist:0vEsuISMWAKNctLlUAhSZC
This Fire,Paula Cole,spotify:album:5cUiPJUUMfNQr0ELSDGscs,spotify:artist:08DLZqQd6XDAVteF9nSEJ1
Billy Breathes,Phish,spotify:album:4Gesl7yxQQF2taqnoEy3NN,spotify:artist:5wbIWUzTPuTxTyG6ouQKqz
Autobiography of Mistachuck,Chuck D,spotify:album:2XqVAf7LeoKv3uJmbFApoS,spotify:artist:1JfH8gevkDviqs50A5NO0L
Bow Down,Westside Connection,spotify:album:5VCY0uIkkoaaji9ciCLS0D,spotify:artist:3zNM2tRfTX6LI1lN2PlrTt
Dance into the Light,Phil Collins,spotify:album:3zF6LLIEyniyaJnmk3SA8x,spotify:artist:4lxfqrEsLX6N1N4OCSkILp
"Get Off the Cross, We Need the Wood for the Fire",Firewater,spotify:album:4Ozq0HqaodK8ZxIil2JBg6,spotify:artist:0F5fXdlx1bKwYFZ70bfuZ9
Motel California,Ugly Kid Joe,spotify:album:35jT7xx73FcYxeBjCoBaFD,spotify:artist:3XsgWn63EnA4wYZBjVyxjf
Soundtracks for the Blind,Swans,spotify:album:40aCknK9NwtjoieiNyNLqf,spotify:artist:79S80ZWgVhIPMCHuvl6SkA
Trial by Fire,Journey,spotify:album:1E8owCbqr9Hhm2jJ6fmGij,spotify:artist:0rvjqX7ttXeg3mTy8Xscbt
Actual Fantasy,Ayreon,spotify:album:5I6I4IAoTa6Kz04wsf0KnC,spotify:artist:2RSApl0SXcVT8Yiy4UaPSt
Goatlord,Darkthrone,spotify:album:5qAntazcv7oerQXtPIKfyQ,spotify:artist:7kWnE981vITXDnAD2cZmCV
Evita,Madonna,spotify:album:7FEyjOwZ7Hjvtb92GjM286,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW
Thank God for Mental Illness,The Brian Jonestown Massacre,spotify:album:6A7Eja5un4Bho0swBTvh2r,spotify:artist:30uiS1n3uIGXJEYFR1GVDy
A Different Beat,Boyzone,spotify:album:6v6BH1znvQFCn3GBsyqVBj,spotify:artist:6X9aYHnQ75YI8o08aoa0iS
Keys to Ascension,Yes,spotify:album:7BEAUTJAPvPzssBWc1lZ9X,spotify:artist:7AC976RDJzL2asmZuz7qil
American Hardcore,L.A. Guns,spotify:album:3jnA5rosDZjAZ1QMsTbDWd,spotify:artist:22TEmHXBBLjTec2LOAuMdS
Among My Swan,Mazzy Star,spotify:album:4mhpbf7jYc0L1nBceoebIE,spotify:artist:37w38cCSGgKLdayTRjna4W
Archaeology,The Rutles,spotify:album:5Gp93UnTuwqHbRtiaWfyIv,spotify:artist:2KJa0Dc4Srr2uVSaKmRuMp
Being There,Wilco,spotify:album:0phPVXAtNcHlqgJn13J7NR,spotify:artist:2QoU3awHVdcHS8LrZEKvSM
Danzig 5: Blackacidevil,Danzig,spotify:album:0sLfGdPyCyVw9QjLIfOZCJ,spotify:artist:34c4iQ5tkaZKu6Sv28BTde
Da Storm,O.G.C.,spotify:album:3wixh23VQw9BPhGPxvLxrX,spotify:artist:73h5znw4QchoWo2FJXBvp5
Fever In Fever Out,Luscious Jackson,spotify:album:0GDMOxPfDWThpQJaGpJjqh,spotify:artist:1EcRE2Nnqg2spdn2otakhg
Ironman,Ghostface Killah,spotify:album:4hSiiHafBJ6UxO7XDvylSG,spotify:artist:6FD0unjzGQhX3b6eMccMJe
Richard D. James Album,Aphex Twin,spotify:album:43s2fKRQsOSB6rSrxtAXKK,spotify:artist:6kBDZFXuLrZgHnvmPu9NsG
Spice,Spice Girls,spotify:album:6YtKqLCbuRem7ZCy9N9Uam,spotify:artist:0uq5PttqEjj3IH1bzwcrXF
The Don Killuminati: The 7 Day Theory,Makaveli,spotify:album:0UKxx8ppbrF0ylWJN1xFp6,spotify:artist:4pmNqFu71wEmFXSsYAiWK8
Just the Same,Terri Clark,spotify:album:2zUyHKwlBjczKdmYTykB8a,spotify:artist:0HLOP0AdsaWe5Pt5TNueGC
Star Bright,Vanessa Williams,spotify:album:3UJ532uGsZY4ChVxjN72Df,spotify:artist:75L9s8KVrhCNtBUkZFnDFW
Tierna La Noche,Fey,spotify:album:6okRyANFqFxUmxBcGwRp9Y,spotify:artist:3uC20p2EoNm5LYtzSVWdkL
Unchained,Johnny Cash,spotify:album:59RjxVKpH3c80E4a86yP7b,spotify:artist:6kACVPfCOnqzgfEF5ryl0x
Unknown Country,The Clean,spotify:album:258ADCcHaA6gRgiM5JrbU2,spotify:artist:6LRmgzRManplPQghd2BMqz
Further Along,The Dubliners,spotify:album:0Uuj5IpQ8tkTQ1FOhP4meP,spotify:artist:72RvmgEg2omdlMV9aExO6a
Pre-Millennium Tension,Tricky,spotify:album:540zw9ShTu9bsY984xS3Hu,spotify:artist:6hhA8TKRNryM8FNzqCqdDO
Hard Core,Lil' Kim,spotify:album:39xHAZmTUSQJyXt6ebpjKT,spotify:artist:5tth2a3v0sWwV1C7bApBdX
Infinite,Eminem,spotify:album:0FQ1ab1KzaOpZWZBFNNpzP,spotify:artist:7dGJo4pcD2V6oG8kP0tJRR
Losing Streak,Less Than Jake,spotify:album:1aY1yfBHhciSEKG4SWKsTi,spotify:artist:20oQv3LStCKCjI9oQ0JNha
Nico,Blind Melon,spotify:album:7ikXCPzEM6uTEugCzqG4cT,spotify:artist:5sD1ZLf2dGQ9gQ3YJl1eAd
If You're Feeling Sinister,Belle & Sebastian,spotify:album:3e9VtbXnl6tqrFKrnNyxaI,spotify:artist:4I2BJf80C0skQpp1sQmA0h
Blood Brothers,Bruce Springsteen,spotify:album:3yi70RX8iT2CPW2Odxaftg,spotify:artist:3eqjTLE0HfPfh78zjh6TqT
Emancipation,Prince,spotify:album:7CItFSiq0XApf0ZjBuo7fL,spotify:artist:5a2EaR3hamoenG9rDuVn8j
Endtroducing.....,DJ Shadow,spotify:album:4GsXsPeBdnFEhI7jBI68gH,spotify:artist:5CE2IfdYZEQGIDsfiRm8SI
Hell on Earth,Mobb Deep,spotify:album:1vJG8tetbZYn6zFUzom0XF,spotify:artist:6O2zJ0tId7g07yzHtX0yap
Ill Na Na,Foxy Brown,spotify:album:6Ot3vxyVaTYYKGHSZypDIY,spotify:artist:1wvlC6NwleHt1iRD6d5X2C
Life in General,MxPx,spotify:album:4AJ7ydPZbTEDoOSpoPI2p3,spotify:artist:1cSpfa4Un4NCOzeOKgGtG9
Razorblade Suitcase,Bush,spotify:album:0cNS82YnJYNHYTZ7qGk58d,spotify:artist:78SHxLdtysAXgywQ4vE0Oa
Rock Spectacle,Barenaked Ladies,spotify:album:1IkTcMGSEbFJRgFlyyha9f,spotify:artist:0dEvJpkqhrcn64d3oI8v79
Summer of '78,Barry Manilow,spotify:album:5xnqMDORFG0MWa6cED6mPO,spotify:artist:3alW3LYQS8K29z8C8NSLIX
"Le Roi Est Mort, Vive Le Roi!",Enigma,spotify:album:2psKFkrVFSGUOyYKCaApHY,spotify:artist:3DmG65yHQsMms7WAvrZOdt
Enter Suicidal Angels,Dark Tranquillity,spotify:album:0KaxHmzGTB2KC3bXRxhGzX,spotify:artist:5EHvXKnNz78jkAVgTQLQ5O
Someday Maybe,The Clarks,spotify:album:7BZN7KONVUsq25fybHrhWB,spotify:artist:2lAPrQNoGqedH9JVzOi5y0
Enigma,Keith Murray,spotify:album:0HBTT6y7teDfa7bltjj1IQ,spotify:artist:2bwR166mSJEJrYJqfyust3
Switchstance,Quarashi,spotify:album:0KuYlqDBOxi6SAxhzqRSpB,spotify:artist:23usj4WXxVWSxiffMuCkxM
Brave Murder Day,Katatonia,spotify:album:1BmtDzGIUGdft38C305STs,spotify:artist:2CWWgbxApjbyByxBBCvGTm
Telling Everybody,Human Nature,spotify:album:7rgGUwktG0QX2JJe7j4vdz,spotify:artist:72BTmmAO3QfETWlFjwjfJ1
Lama Rabi Rabi,Ghost,spotify:album:4ymQv6T7mpwFHbO52jUhaz,spotify:artist:59IZPHfed17Kn89v6knzSJ
Muddy Waters,Redman,spotify:album:5iluV9CqP7Wl9wjubwdw5h,spotify:artist:7xTKLpo7UCzXSnlH7fOIoM
Six of Hearts,Kenny G,spotify:album:3ZlTqCfuj9zg9xuaMFnBjN,spotify:artist:6I3M904Y9IwgDjrQ9pANiB
Enjoy Incubus,Incubus,spotify:album:7micc5lnUW2YV2eJa33525,spotify:artist:3YcBF2ttyueytpXtEzn1Za
Justuss,Snow,spotify:album:4qy0tsJeM1vviski7HqXna,spotify:artist:3uZFBSsMiooimnprFL9jD1
Live Stages,Vertical Horizon,spotify:album:3k6x56LXFkwJ3BrEUmRuoE,spotify:artist:6Hizgjo92FnMp8wGaRUNTn
Homework,Daft Punk,spotify:album:5uRdvUR7xCnHmUW8n64n9y,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi
Clumsy,Our Lady Peace,spotify:album:4qR92pgYZPRNV6GA9gC7OC,spotify:artist:1lqW59DUEKqvcHc8mVWBtH
In a Metal Mood: No More Mr. Nice Guy,Pat Boone,spotify:album:306NSA23KHbMhn87c3WaWG,spotify:artist:7fmKtIgmxqNEKjATioVNsu
Lie to Me,Jonny Lang,spotify:album:6RIlPlBtXSMN9UePrFIBio,spotify:artist:5rX1EodZfwxmW4fQX2Caot
Uptown Saturday Night,Camp Lo,spotify:album:21EglTSwzUorpiXpMBNW2E,spotify:artist:4oLZx5FplbgfM8DEe9U8LB
Vivir,Enrique Iglesias,spotify:album:3jSHDDkwNvjOeui59fI6PQ,spotify:artist:7qG3b048QCHVRO5Pv1T5lw
Come My Fanatics...,Electric Wizard,spotify:album:0sEqPT57yFh6oPI3EmnEQo,spotify:artist:4htjQW3lgIwL6fEJlTOez4
Earthling,David Bowie,spotify:album:1LCF3So9B9X0xreRtYbYIr,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy
Freak Show,Silverchair,spotify:album:511p6iaCuK8Sr0BYdpcfkq,spotify:artist:4iudEcmuPlYNdbP3e1bdn1
Sex Style,Kool Keith,spotify:album:7nmtzsgs0G7CHaEZO1qdnn,spotify:artist:3zFaWPA8Jobgf5egh38KD2
White on Blonde,Texas,spotify:album:7KTPTo8TwG1firY7MAUJDl,spotify:artist:5JsdVATHNPE0XdMFMRoSuf
Bombs & Butterflies,Widespread Panic,spotify:album:6iAobGpSnFjwaR8D79yZl4,spotify:artist:54SHZF2YS3W87xuJKSvOVf
Ixnay on the Hombre,The Offspring,spotify:album:2PSgMApk089eV6e5LPbQeS,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ
Love Travels,Kathy Mattea,spotify:album:0CJHlDOZfCIVARQkcMgQ7m,spotify:artist:7ndzHjxbErIwvwnEUewMWe
Tony Bennett on Holiday,Tony Bennett,spotify:album:77zTyHckMKBxkTrk1RObVX,spotify:artist:2lolQgalUvZDfp5vvVtTYV
Kingdom of Madness,Edguy,spotify:album:1H4seLbgB8731NHrIqh9wM,spotify:artist:3AGFqPP3gt5rMSvhR87Xxu
A Short Album About Love,The Divine Comedy,spotify:album:4eMt3PE5KbqSjulsI3yJjT,spotify:artist:7EV6jW6dotBdvsHj6xPixi
Baduizm,Erykah Badu,spotify:album:0ANbEIqol6OKQl36DYBAom,spotify:artist:7IfculRW2WXyzNQ8djX8WX
Brighten the Corners,Pavement,spotify:album:1Q6ikDUK4RFtLI3N9Lll9h,spotify:artist:3inCNiUr4R6XQ3W43s9Aqi
Eight Arms to Hold You,Veruca Salt,spotify:album:5ZqOSlcQ0fA7MZOgvpOJT5,spotify:artist:2QwJQuBekTA4qF7N7uLHDP
Sweet Homewrecker,Thrush Hermit,spotify:album:1HTYaUbM9suWw0DYeFBD8p,spotify:artist:1bfBtcmdmFLIoDp1SnVQsm
Attack of the Grey Lantern,Mansun,spotify:album:7v04VQBNE3VmBxf7vbnpnL,spotify:artist:7rqRuB0wgUaStDN73PlV4U
Secret Samadhi,Live,spotify:album:42x2xMRsc2eZm4m3I6fhL4,spotify:artist:6eoJpTIlcuxJNjV5fDzDJH
Terra Incognita,Chris Whitley,spotify:album:125yZGPD7g2Sc0EBWzOw4i,spotify:artist:48oNDvKRqviSFzow0ZXHXa
Orblivion,The Orb,spotify:album:4RKdLAFReTAZniNZdfDsrT,spotify:artist:5HAtRoEPUvGSA7ziTGB1cF
The Beauty Process: Triple Platinum,L7,spotify:album:2TZ5L2B4GO61yKgxw7yV1M,spotify:artist:2zMQOJ4Cyl4BYbw6WqaO3h
Either/Or,Elliott Smith,spotify:album:72NHqI0WKPWeHeBotiO4lt,spotify:artist:2ApaG60P4r0yhBoDCGD8YG
Slush,OP8,spotify:album:1y0E6CRyfIv7bW55NV1Gfx,spotify:artist:5tgz5nUmXzQkGo7i0RczvC
...Somewhere More Familiar,Sister Hazel,spotify:album:2lHGAzINLOdD0505xdjpyZ,spotify:artist:7m60UAnbgFFNuJbmS6OxTk
Whiplash,James,spotify:album:4E4vSSVnJPqvgtfHiXTnHl,spotify:artist:0qLNsNKm8bQcMoRFkR8Hmh
Women in Technology,White Town,spotify:album:3Xp1KG3G31VGZgV8JpMSX6,spotify:artist:1MPcILKoMCJym9KscdYxuM
Electro Glide in Blue,Apollo 440,spotify:album:0KRKBxjpW3U2vTfVhXKEWj,spotify:artist:37f9cjf8Ic4t7vYNRYAzI7
Goldfly,Guster,spotify:album:0eQ7WzPhJowFo6ch2VJnhj,spotify:artist:34XlPCFfB4vT7P1ekWq9Jc
The Healing Game,Van Morrison,spotify:album:6ujLDv9lgG26R4FSQLqGuk,spotify:artist:44NX2ffIYHr6D4n7RaZF7A
Extinct Instinct,Threshold,spotify:album:2QSYudnyo70CIoN6OszsqS,spotify:artist:7KTRbZ1YTch5oXQOmQTStM
Still Waters,Bee Gees,spotify:album:0URsHGo0BWzA5E84XG8B3m,spotify:artist:1LZEQNv7sE11VDY3SdxQeN
Disciplined Breakdown,Collective Soul,spotify:album:4j7ikJdrIeXvTsSabTGtGM,spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6
Fake Can Be Just as Good,Blonde Redhead,spotify:album:0PFVNb5mu3inIT3Bor5i2A,spotify:artist:5isqImG0rLfAgBJSPMEVXF
Let's Face It,The Mighty Mighty Bosstones,spotify:album:5yBYSnmpRANjb99msqeCee,spotify:artist:5uYXMC13cIUulobh204QuK
Like Swimming,Morphine,spotify:album:0ZJyOePPMtaA6C1PXpNx3N,spotify:artist:3QgSmABpItIdj908ek80n5
Live at Hammersmith '79,Ted Nugent,spotify:album:6WFr2H7cfFQiEevFIGRbLn,spotify:artist:21ysNsPzHdqYN2fQ75ZswG
The Untouchable,Scarface,spotify:album:2wf6SdyJs4oPU4SRifkjyv,spotify:artist:19KwjzvIL92r29IINtlPNP
Violent Demise: The Last Days,Body Count,spotify:album:7edm0VSzok2VtW0tpEFGDo,spotify:artist:5KCph1z3jaSwhtwPzoYp6i
Aftertaste,Helmet,spotify:album:1JdPCcQirTIcxXIDIQZtUQ,spotify:artist:0qB0cTENhSUc0feov5qbg0
Euphoria,Leftover Salmon,spotify:album:4mTTibFvF6Wp0o3ADC0Z9G,spotify:artist:2dU9NlAClSjQtKoVgUQwdz
Happy Town,Jill Sobule,spotify:album:6tD81AdDFKDp7YciMjpqhZ,spotify:artist:16BoY9HfrtxVodHVdgad07
Nine Lives,Aerosmith,spotify:album:0xUqFH2GDi0oZ7fwIBAkLQ,spotify:artist:7Ey4PD4MYsKc5I2dolUwbH
Stealing Second,Chris Thile,spotify:album:63sHuqQ8uMSC6BTuOIp39I,spotify:artist:1dyGPAYZZHHW6WIqwKN5QF
Whatever and Ever Amen,Ben Folds Five,spotify:album:7ggEMmVTUloqdMw18rv0ve,spotify:artist:44gRHbEm4Uqa0ykW0rDTNk
Blue Sky on Mars,Matthew Sweet,spotify:album:6sUj4uqZI9q4nUdqB1rMgy,spotify:artist:2idymNTKUdnTxforkb12Mw
R&B Transmogrification,Quasi,spotify:album:7aubzpACOPoK8kxa1c8rFa,spotify:artist:0fiUV7n91Qqmgln2vQMVdO
Everything I Touch Runs Wild,Lori Carson,spotify:album:4VxzMH8jLzeDG4lNDTn6p9,spotify:artist:2H9YDI4YMVLrLYpiS57Tvy
Everything You Want,Ray J,spotify:album:4Ds86YhZPWGp2drsKaJ6NM,spotify:artist:6gbGGM0E8Q1hE511psqxL0
Goodbye Ellston Avenue,Pinhead Gunpowder,spotify:album:6ifuUXGMbJzSy5vTmoE03V,spotify:artist:3FV6RFbfc6do1nCakWsNBx
Hand It Over,Dinosaur Jr.,spotify:album:4CZ2VTd0CKDIWvrU7JiXSH,spotify:artist:267VY6GX5LyU5c9M85ECZQ
Hear in the Now Frontier,Queensrÿche,spotify:album:4ddqJxiDOtleIi80dGvGVI,spotify:artist:2OgUPVlWYgGBGMefZgGvCO
Life After Death,The Notorious B.I.G.,spotify:album:6uMVAiciTpTyrQn5QJDPJM,spotify:artist:5me0Irg2ANcsgc93uaYrpb
Livin' or Dyin',Jack Ingram,spotify:album:5G4sIEzMpUTbtqBZJnLLXG,spotify:artist:7HNEfHmDlFofG6YnMt8G7N
Mingus Plays Piano,Charles Mingus,spotify:album:5zHrvHvlWNbQYwMEL7IGy4,spotify:artist:1W8TbFzNS15VwsempfY12H
The More Things Change...,Machine Head,spotify:album:60l0eb8lzf8jNF0K6XsbWL,spotify:artist:0lVlNsuGaOr9vMHCZIAKMt
Take a Look Over Your Shoulder,Warren G,spotify:album:1dtEMJ2YoZtw6vPkUnqMK1,spotify:artist:2B4ZHz4QDWJTXPFPgO5peE
The Fawn,The Sea and Cake,spotify:album:6gwvz13qhfr4xuqApUzyyE,spotify:artist:0ihBDeJlIlXo4LFfAllsGm
Blue Roses from the Moons,Nanci Griffith,spotify:album:2ylBv3hXFqb7skGeCyaOZG,spotify:artist:5CAiy5rDr3LaSoGtJOq6A0
Sisters of Avalon,Cyndi Lauper,spotify:album:7mfrOfg7tbSxgaMRTEg2Ii,spotify:artist:2BTZIqw0ntH9MvilQ3ewNY
Tripping the Light Fantastic,Lit,spotify:album:4apOI0UlxI2OjJX86MHl2F,spotify:artist:5mgr0FFpvy267wKVAYg8qp
Clumsy,Our Lady Peace,spotify:album:4qR92pgYZPRNV6GA9gC7OC,spotify:artist:1lqW59DUEKqvcHc8mVWBtH
Elegantly Wasted,INXS,spotify:album:6aq8CRwcaGJe16bpJaLrw0,spotify:artist:1eClJfHLoDI4rZe5HxzBFv
Dig Your Own Hole,The Chemical Brothers,spotify:album:0FjHy5dCyVROqDUl6f2VTK,spotify:artist:1GhPHrq36VKCY3ucVaZCfo
Broadway & 52nd,Us3,spotify:album:4yf8RZoNnNu3x6RwQqHqfW,spotify:artist:4LtIfuFeAamus9OOItuWDD
Dig Me Out,Sleater-Kinney,spotify:album:3tshnNFNhHrO6NUQ0BHw42,spotify:artist:4wLIbcoqmqI4WZHDiBxeCB
Flesh And Bone,Richard Marx,spotify:album:4ZJXN8SQ1SB6cLZO754pyc,spotify:artist:0grdhNhiRLFBaFVyybqsj6
The Messenger,Kurt Elling,spotify:album:1mhlCpcrL5cptQBf1bw8PE,spotify:artist:1UhC1mCcd9SFXLibHhMX61
Mother Nature Calls,Cast,spotify:album:6Wn0MwqaPD4HIPnvX3bkNp,spotify:artist:0vBDEQ1aLZpe4zgn2fPH6Z
Glee,Bran Van 3000,spotify:album:5YMokuqZmSpvwlnbBhUaAp,spotify:artist:3D3blX3lLE3BCMdo3SOMlB
Shadowlife,Dokken,spotify:album:6xD6HXRrUL39vvdjKVZRY2,spotify:artist:09hNSPPOxDop4FRdr6UEnq
Twenty-Eight Teeth,Buck-O-Nine,spotify:album:6vlMw1g1CoKOuVAj80aTe9,spotify:artist:1jteNNEz2fLM4pF5ezFr5f
Ultra,Depeche Mode,spotify:album:76IekQtcx365yrHC6kfqAl,spotify:artist:762310PdDnwsDxAQxzQkfX
For Monkeys,Millencolin,spotify:album:3J7l2zrhkK3OxqxPpLcYxE,spotify:artist:74xFFXkvOq9dPDigOWTHiX
In It for the Money,Supergrass,spotify:album:4PH2Gu88s1bYJjOGiwLU54,spotify:artist:0sHeX8oQ6o7xic3wMf4NBU
Tellin' Stories,The Charlatans,spotify:album:3X1ja9eXsGOM3SltSHlbPY,spotify:artist:5fScAXreYFnuqwOgBsJgSd
Back from the Dead,Obituary,spotify:album:6Nt3MIvrpxlmfaAOb7hJjB,spotify:artist:0SbGI4sb8dAKFZnK7RFyhz
Carrying Your Love with Me,George Strait,spotify:album:3YwF2y9Y3FfEy2NOtDuDZZ,spotify:artist:5vngPClqofybhPERIqQMYd
Full Circle,Pennywise,spotify:album:3B6R5NLi3Lg6pyXUdVf32E,spotify:artist:6i0KVTOvm96T55mbp742ks
I Can Hear the Heart Beating as One,Yo La Tengo,spotify:album:3V18DIKvRuwdxc2LE4wuac,spotify:artist:5hAhrnb0Ch4ODwWu4tsbpi
Living in Clip,Ani DiFranco,spotify:album:2rvJd1dojeCzpgPiBvkruW,spotify:artist:0AiTwNtYX8m4uhfU7rJ8RD
A Pleasant Shade of Gray,Fates Warning,spotify:album:5bhID0F3wYwLZU9YEzjkMq,spotify:artist:4S6URhg3PMKnCv9clR4ejE
Share My World,Mary J. Blige,spotify:album:11s3RAPMk0LpsZhuniepSW,spotify:artist:1XkoF8ryArs86LZvFOkbyr
Waterbed Hev,Heavy D,spotify:album:5jWu8mnQdqvn6o1Y1hfgH9,spotify:artist:4AwNnh5SdnB3VGSZ0GPG4H
Anywhere But Here,The Ataris,spotify:album:3RacWBRldf6XBFVjDrTl9D,spotify:artist:3LC8PXXgk7YtAIobtjSdNi
Shaming of the Sun,Indigo Girls,spotify:album:3oD7PqxjEBSzc7qE2xJteU,spotify:artist:4wM29TDTr3HI0qFY3KoSFG
A Triumph for Man,Mew,spotify:album:5kqmffLClBjJIoud9QEvdT,spotify:artist:6kDMoHTcBICPILP2aclPWZ
Curious Corn,Ozric Tentacles,spotify:album:4fTSpIaYAd1NKdR6iuo2jI,spotify:artist:0Iv00ucAIqr5KVS7bXGFa9
Baile de Los Locos,Voodoo Glow Skulls,spotify:album:6pO0S0fKQUjPKhrqghfkf6,spotify:artist:0t1X1ygK807hH0upA9lYJw
Blurring the Edges,Meredith Brooks,spotify:album:5fTNeCEV1GcmOSmo0y2ceX,spotify:artist:2QmLFuIDtNDmmJY3OtvinN
Flaming Pie,Paul McCartney,spotify:album:4PdxBagz2MlU1nLA9RxgJ5,spotify:artist:4STHEaNw4mPZ2tzheohgXB
Middle of Nowhere,Hanson,spotify:album:3StpQT9Qd87FSeWeQAdg1h,spotify:artist:0SdiiPkr02EUdekHZJkt58
Return to Paradise,Styx,spotify:album:1rhjYCL9w7mwd88eCNoMKd,spotify:artist:4salDzkGmfycRqNUbyBphh
Halim,Natacha Atlas,spotify:album:1nMkSh9Z7IoH0bymXoQbVq,spotify:artist:0aVJmlOwIxTZeHzhFiFL5Y
American Psycho,Misfits,spotify:album:636aBJi9ifGPSPacQ0fYCF,spotify:artist:1cXi8ALPQCBHZbf0EgP4Ey
The Fruit That Ate Itself,Modest Mouse,spotify:album:5k26bQX9V0K8Vhwemfkaup,spotify:artist:1yAwtBaoHLEDWAnWR87hBT
Pure Chewing Satisfaction,Lard,spotify:album:7hEzrUlC1yHCKd1ahlH4dU,spotify:artist:0tVaocnHutXh3lK8GxfaqJ
Quality Soft Core,Mad Caddies,spotify:album:3quIgjed18fFDyiEIHgzyY,spotify:artist:0cmBbO2sr4w0rRGt3rKvs6
Polythene,Feeder,spotify:album:44Ey0omZSf2M9pVyrfaw1p,spotify:artist:0ZZr6Y49NZWRJc0uCwqpMR
Blue Moon Swamp,John Fogerty,spotify:album:7lPNnX4FoFGBIDO2Yn7WmE,spotify:artist:5ujCegv1BRbEPTCwQqFk6t
The Colour and the Shape,Foo Fighters,spotify:album:30ly6F6Xl0TKmyBCU50Khv,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD
For Monkeys,Millencolin,spotify:album:3J7l2zrhkK3OxqxPpLcYxE,spotify:artist:74xFFXkvOq9dPDigOWTHiX
Happy Birthday to Me,The Muffs,spotify:album:3SyOxZeoHg9UDC9bzXWxML,spotify:artist:4FYk4moRCGHdXIK3AMcelO
Hourglass,James Taylor,spotify:album:3E7Sj3kKbxY1Tsp7U0SKQi,spotify:artist:0vn7UBvSQECKJm2817Yf1P
I Got Next,KRS-One,spotify:album:6g9rKb1kKlh0M0mS34kCSS,spotify:artist:2gINJ8xw86xawPyGvx1bla
Red Apple Falls,Smog,spotify:album:1r9V2Babk2DkP8QtHA4Xlh,spotify:artist:2ajVJyxI4sHmTMtTA3ENko
Something to Remember Me By,Ben Lee,spotify:album:0wTzacoFII8cODu5qQRoWH,spotify:artist:06y1hH4hu3rcTUXHJevPCf
Standing in My Shoes,Leo Kottke,spotify:album:2BJIpLjYNePbRsrOmd37MN,spotify:artist:6cjuHeJM6CHRUhIhApwFwx
OK Computer,Radiohead,spotify:album:0tzfI6NFJqcJkWb23R3lRZ,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb
Restless Heart,Whitesnake,spotify:album:6SymmK9uP5cibkQPnnob1z,spotify:artist:3UbyYnvNIT5DFXU4WgiGpP
Get Some,Snot,spotify:album:73HoiOlintxrZhZHV9zSda,spotify:artist:6TnlohrPbZ8D0JvJp9S1t8
Enthrone Darkness Triumphant,Dimmu Borgir,spotify:album:15QUfyeSAQxilXkDCCCI1y,spotify:artist:6e8ISIsI7UQZPyEorefAhK
Demonic,Testament,spotify:album:0wKqlzuXGHmu6i6aesHMV3,spotify:artist:28hJdGN1Awf7u3ifk2lVkg
Dark Days in Paradise,Gary Moore,spotify:album:5rWM4lXXxij6N9jmZsUolC,spotify:artist:23wr9RJZg0PmYvVFyNkQ4j
Accident of Birth,Bruce Dickinson,spotify:album:0rObhc2HXzPkL9rKL1mRrF,spotify:artist:7Iffw1nP3NjCWkRIx3Ily9
Album of the Year,Faith No More,spotify:album:15eiCGvldXlDbIz9ZQLmw6,spotify:artist:6GbCJZrI318Ybm8mY36Of5
Gospel Oak,Sinéad O'Connor,spotify:album:6atSPS93SeVrBd9zHHpvR2,spotify:artist:4sD9znwiVFx9cgRPZ42aQ1
Innamorata,Pat Benatar,spotify:album:4Q9eDD7HAR7vuJqAMlnOna,spotify:artist:43mhFhQ4JAknA7Ik1bOZuV
Inside the Torn Apart,Napalm Death,spotify:album:14cWgrRWAgdPh0q5cDa577,spotify:artist:3UqRgrDIQ208yNGiWKRMNt
